Column1,name,dist,year,jewish_pop,total_pop,name_heb,dist_heb
1461,Monasterzyska,,1921,1168,2967,מונאסטז'יסקה,נפת בוצ'אץ'
1523,Niemirów,Powiat Raw Ruska,1900,1725,2966,ניימירוב,נפת ראווה־רוסקה
24,Opoczno,Opoczno,1827,1922,2961,אופוצ'נו,נפת אופוצ'נו
217,Zelow,,1897,922,2961,זלוב,לאסק
521,Radomsko,,1857,1162,2956,ראדומסקו,נובו ראדומסקו
501,Kłodawa,Kolo,1897,874,2945,קלודאווה,נפת קולו
1084,Bilcze Złote,Borszczów,1921,133,2940,בילצ'ה זלוטה,נפת בורשצ'וב
654,Biecz,Gorlice,1880,397,2938,בייטש,נפת גורליצה
1408,Jezierzany,,1900,1823,2935,ייז'ייז'אני,נפת בורשצ'וב
1013,Bołszowce,Rohatyn,1880,1760,2932,בולשובצה,רוהאטין
182,Wieluń,Wieluń,1827,335,2931,ויילון,נפת ויילון
681,Grybów,Nowy Sącz,1921,847,2931,גריבוב,נפת נובי סונץ'
818,Tyczyn,,1890,999,2931,טיצ'ין,נפת ז'שוב
1428,Lopatyn,Radekhiv,1900,508,2926,לופאטין,ראדז'ייחוב
1305,Chyrów,Sambor,1900,1164,2919,חירוב,נפת סאמבור
488,Konstantynów,,1857,613,2917,קונסטאנטינוב,קאנסטאנטין
960,Oleszyce,Lubaczów,1921,1590,2917,אוֹלֶשִׁיצֶה,נפת לובאצ'וב
1266,Żurawno,Żydaczów,1900,1546,2911,ז'וראבנו,ז'ידאצ'וב
1522,Niemirów,Powiat Raw Ruska,1890,1678,2910,ניימירוב,נפת ראווה־רוסקה
685,Dobczyce,,1880,160,2908,דוֹבְּצִ'יצֶה,נפת מישלניצה
708,Dziedzice,Bielsko,1921,234,2906,דְּזִיידְזִיצֶה,ביילסקו
437,Przysucha,Opočno,1897,2168,2903,פשיסחא,נפת אופוצ'נו
623,Brzozów,Brzozów,1850,306,2903,בְּז'וזוב,בז'וזוב
1398,Jaryczów Nowy,Lviv,1890,1168,2895,יאריצ'וב נובי,נפת לבוב
302,Nowe Miasto,powiat Rawski Mazowiecki,1857,1759,2887,נובה מיאסטו,נפת ראווה מאזובייצקה
1142,Dobrotwór,Kamionka Strumiłowa,1880,379,2887,דוברוטבור,קאמיונקה סטרומילובה
674,Głogów,Żeszów,1910,1035,2878,גְלוֹגוּב,ז'שוב
925,Myślenice,Kraków,1910,606,2868,מישלניצה,מחוז קראקוב
1600,Stojanów,Rdziejów,1900,726,2852,סטויאנוב,רדז'ייחוב
322,Sompolno,,1897,641,2848,סומפולנו,נפת קולו
159,Działoszyn,Wieluń,1827,784,2845,דז'יאלושין,ויילון
673,Głogów,Żeszów,1900,962,2832,גְלוֹגוּב,ז'שוב
671,Głogów,Żeszów,1880,1201,2831,גְלוֹגוּב,ז'שוב
1604,Strusów,,1900,735,2829,סטרוסוב,נפת טרמבובלה
983,Bóbrka,Bóbrka district,1859,1778,2817,בוברקה,נפת בוברקה
1448,Magierów,Rawа Ruska,1880,1138,2812,מאגיירוב,נפת ראווה רוסקה
95,Blaszki,Kalisz,1857,1653,2806,בלאשקי,נפת קאליש
1455,Medenice,Drohobych,1921,193,2805,מדניצה,נפת דרוהוביץ
315,Sulejów,Silew,1884,1022,2799,סולייוב,סילעוו
1267,Żurawno,Żydaczów,1910,1338,2798,ז'וראבנו,ז'ידאצ'וב
1082,Bilcze Złote,Borszczów,1880,126,2794,בילצ'ה זלוטה,נפת בורשצ'וב
1288,Chodorów,Bobrka,1890,1433,2787,חודורוב,נפת בוברקה
712,Dynów,,1880,1241,2784,דינוב,נפת בז'וזוב
1148,Dobromil,Dobrdomil,1880,1918,2773,דוברומיל,נפת דובדומיל
1114,Gołogóry,Złoczów,1765,498,2766,גולוגורי,נפת זלוצ'וב
1115,Gołogóry,Złoczów,1880,1216,2766,גולוגורי,נפת זלוצ'וב
203,Zduńska Wola,Sieradz,1827,468,2758,זדונסקה וולה,נפת שייראדז
959,Oleszyce,Lubaczów,1900,1514,2755,אוֹלֶשִׁיצֶה,נפת לובאצ'וב
565,Szczerców,,1897,962,2754,שצ'רצוב,נפת לאסק
1124,Grzymałów,Skalat,1921,1494,2748,גז'ימאלוב,נפת סקאלאט
509,Kleczew,Kalisz,1921,894,2744,קְלֶצֶב,נפת קאליש
895,Maków Podhalański,Wadowice,1890,114,2741,מאקוב פּוֹדְהַאלַאנְסקי,נפת ואדוביצה
1504,Narajów,Brezhany,1900,879,2738,נאראיוב,נפת בז'ז'אני
167,Warta,,1827,928,2731,וארטה,נפת שייראדז
714,Dynów,,1921,1273,2727,דינוב,נפת בז'וזוב
1209,Wojniłów,Kalush,1900,1115,2726,ווינילוב,נפת קאלוש
1569,Schodnica,Drohobych district,1921,689,2726,סחודניצה,נפת דרוהוביץ'
389,Poddębice,Leczyca,1897,1266,2724,פּוֹדדֶמביצה,נפת לנצ'יצה
391,Poddębice,Leczyca,1939,1400,2724,פּוֹדדֶמביצה,נפת לנצ'יצה
1427,Lopatyn,Radekhiv,1890,537,2724,לופאטין,ראדז'ייחוב
148,Dobra,Turk,1897,1185,2719,דוברה,נפת טורק
429,Przedbórz,Koneckie,1827,1801,2717,פשדבוז',נפת קונסקיה
679,Grybów,Nowy Sącz,1900,711,2717,גריבוב,נפת נובי סונץ'
1265,Żurawno,Żydaczów,1890,1665,2716,ז'וראבנו,ז'ידאצ'וב
1375,Jagielnica,Chortkov,1921,988,2702,יאגיילניצה,נפת צ'ורטקוב
244,Turek,Powiat Turek,1939,2700,2700,טורֶק,נפת טורק
292,Łęczyca,Powiat Łęczyca,1800,1029,2691,לנצ'יצה,נפת לנצ'יצה
1480,Mikołajów,Żydaczów,1880,285,2687,מיקולאיוב,ז'ידאצ'וב
1603,Strusów,,1880,559,2683,סטרוסוב,נפת טרמבובלה
1634,Uniejów,Nef Turck,1897,960,2681,אונייוב,נפת טורק
912,Milówka,"Żywiec, Kraków",1900,174,2678,מילובקה,"נפת ז'יווייץ, מחוז קראקוב"
877,Lubliniec,Lubliniec,1885,334,2674,לוּבְּלִינֶייץ,לובלינייץ
672,Głogów,Żeszów,1890,1040,2672,גְלוֹגוּב,ז'שוב
1622,Strzeliska Nowe,Bobrka,1900,1597,2672,סצ'ליסקה נובה,נפת בוברקה
815,Tuchów,Tarnów,1910,455,2667,טוחוב,נפת טארנוב
1387,Janów,Grodzisk Jagielloński,1900,749,2667,יאנוב,גרודק יאגיילונסקי
1393,Janów,Trembowla,1900,749,2667,יאנוב,טרמבובלה
40,Izbica Kujawska,Kalisz,1909,1542,2662,איזביצה קויאווסקה,נפת קאליש
697,Dąbrowa Tarnowska,,1921,2099,2660,דוֹמְבְּרוֹבָה טַארְנוֹבְסְקָה,דומברובה
1481,Mikołajów,Żydaczów,1890,322,2658,מיקולאיוב,ז'ידאצ'וב
353,Skierniewice,Skierniewice,1857,766,2656,סקיירנייוויצה,נפת סקיירנייוויצה
336,Stryków,Łódź,1857,1713,2654,סטריקוב,נפת לודז'
1307,Chyrów,Sambor,1921,919,2654,חירוב,נפת סאמבור
257,Jeżów,powiat Brzeziny,1921,1048,2650,ייז'וב,נפת בז'ז'יני
902,Muszyna,Nowy Sącz,1910,427,2649,מוּשִׁינָה,נפת נובי סונץ'
1272,Żydaczów,Żydaczów,1810,741,2647,ז'ידאצ'וב,נפת ז'ידאצ'וב
436,Przysucha,Opočno,1857,2040,2642,פשיסחא,נפת אופוצ'נו
1521,Niemirów,Powiat Raw Ruska,1880,1445,2635,ניימירוב,נפת ראווה־רוסקה
1352,Tłuste,Zaleszczyki,1921,1196,2629,טלוסטה,נפת זאלשצ'יקי
1566,Sokołówka,Złoczów,1900,756,2626,סוקולובקה,נפת זלוצ'וב
1002,Bohorodczany,Stanislavov District,1921,730,2615,בוהורודצ'אני,נפת סטאניסלאבוב
385,Pajęczno,Radomsko,1921,618,2609,פאיינצ'נו,נפת ראדומסקו
973,Uscieczko,Zaleszczyki,1900,595,2607,אושצ'יצ'קו,זאלשצ'יקי
951,Olesko,Złoczów,1857,461,2605,אולסקו,נפת זלוצ'וב
923,Myślenice,Kraków,1890,434,2600,מישלניצה,מחוז קראקוב
1388,Janów,Grodzisk Jagielloński,1910,1117,2597,יאנוב,גרודק יאגיילונסקי
913,Milówka,"Żywiec, Kraków",1921,163,2585,מילובקה,"נפת ז'יווייץ, מחוז קראקוב"
972,Uscieczko,Zaleszczyki,1880,969,2585,אושצ'יצ'קו,זאלשצ'יקי
1304,Chyrów,Sambor,1890,1078,2574,חירוב,נפת סאמבור
901,Muszyna,Nowy Sącz,1900,317,2571,מוּשִׁינָה,נפת נובי סונץ'
1397,Jaryczów Nowy,Lviv,1880,1170,2571,יאריצ'וב נובי,נפת לבוב
1567,Sokołówka,Złoczów,1921,460,2569,סוקולובקה,נפת זלוצ'וב
330,Stawiszyn,Kalish,1921,672,2560,סטאווישין,נפת קאליש
1386,Janów,Grodzisk Jagielloński,1890,865,2560,יאנוב,גרודק יאגיילונסקי
1064,Brzozdowce,Bóbrka,1900,486,2556,בז'וזדובצה,נפת בוברקה
924,Myślenice,Kraków,1900,482,2549,מישלניצה,מחוז קראקוב
963,Ustrzyki Dolne,Istrzyk,1890,1527,2524,אוסצ'יקי דוֹלנֶה,איסטריק
1599,Stojanów,Rdziejów,1880,210,2524,סטויאנוב,רדז'ייחוב
903,Muszyna,Nowy Sącz,1921,423,2516,מוּשִׁינָה,נפת נובי סונץ'
473,Kolo,,1808,802,2515,קולו,נפת קולו
1437,Lysiec,Stanislavov,1900,1095,2512,לישייץ,סטאניסלאבוב
770,Żmigród Nowy,Jasło,1880,1330,2508,ז'מיגרוד נוֹבִי,נפת יאסלו
166,Warta,,1817,716,2507,וארטה,נפת שייראדז
817,Tyczyn,,1880,735,2502,טיצ'ין,נפת ז'שוב
894,Maków Podhalański,Wadowice,1880,86,2502,מאקוב פּוֹדְהַאלַאנְסקי,נפת ואדוביצה
439,Przysucha,Opočno,1939,2500,2500,פשיסחא,נפת אופוצ'נו
814,Tuchów,Tarnów,1900,378,2495,טוחוב,נפת טארנוב
752,Zakopane,Nowy Targ,1880,84,2489,זאקופאנֶה,נובי טארג
39,Izbica Kujawska,Kalisz,1897,1250,2488,איזביצה קויאווסקה,נפת קאליש
1392,Janów,Trembowla,1880,998,2483,יאנוב,טרמבובלה
1450,Magierów,Rawа Ruska,1921,600,2473,מאגיירוב,נפת ראווה רוסקה
1503,Narajów,Brezhany,1880,1088,2473,נאראיוב,נפת בז'ז'אני
1525,Niemirów,Powiat Raw Ruska,1921,1298,2463,ניימירוב,נפת ראווה־רוסקה
1091,Belz,Sokal,1829,460,2460,בלז,נפת סוקאל
1038,Bukaczowce,,1900,1216,2459,בוקאצ'ובצה,נפת רוהאטין
922,Myślenice,Kraków,1880,386,2455,מישלניצה,מחוז קראקוב
1117,Gołogóry,Złoczów,1921,505,2447,גולוגורי,נפת זלוצ'וב
816,Tuchów,Tarnów,1921,328,2443,טוחוב,נפת טארנוב
969,Uście Zielone,Buczacz,1900,597,2442,אושצ'יה ז'יילוֹנה,נפת בוצ'אץ'
1424,Lutowiska,Lesko,1900,1570,2442,לוטוביסקה,נפת לסקו
191,Wieruszów,,1841,849,2438,ויירושוב,נפת ויילון
707,Dziedzice,Bielsko,1910,185,2436,דְּזִיידְזִיצֶה,ביילסקו
1270,Żydaczów,Żydaczów,1765,199,2431,ז'ידאצ'וב,נפת ז'ידאצ'וב
1271,Żydaczów,Żydaczów,1880,700,2431,ז'ידאצ'וב,נפת ז'ידאצ'וב
131,Głowno,powiat Brzeziny,1921,1430,2422,גלובנו,נפת בז'ז'יני
1112,Gwoździec,,1900,1663,2422,גבוז'דז'יץ,נפת קולומיאה
122,Golina,Konin,1921,695,2418,גולינה,נפת קונין
500,Kłodawa,Kolo,1857,585,2416,קלודאווה,נפת קולו
1287,Chodorów,Bobrka,1880,1049,2413,חודורוב,נפת בוברקה
971,Uście Zielone,Buczacz,1931,573,2412,אושצ'יה ז'יילוֹנה,נפת בוצ'אץ'
1605,Strusów,,1921,579,2412,סטרוסוב,נפת טרמבובלה
147,Dobra,Turk,1857,1300,2407,דוברה,נפת טורק
968,Uście Zielone,Buczacz,1880,807,2405,אושצ'יה ז'יילוֹנה,נפת בוצ'אץ'
678,Grybów,Nowy Sącz,1890,649,2401,גריבוב,נפת נובי סונץ'
456,Kamieńsk,powiat Piotrków Trybunalski,1921,856,2390,קאמינסק,נפת פיוטרקוב טריבונאלסקי
1621,Strzeliska Nowe,Bobrka,1880,1477,2381,סצ'ליסקה נובה,נפת בוברקה
1661,Koniecpol,Radomsko,1921,1077,2377,קונייצפּוֹל,נפת ראדומסקו
1065,Brzozdowce,Bóbrka,1921,440,2376,בז'וזדובצה,נפת בוברקה
508,Kleczew,Kalisz,1897,734,2371,קְלֶצֶב,נפת קאליש
605,Baranow,Tarnobrzeg,1890,1491,2371,באראנוב,נפת טארנובז'ג
266,Łowicz,Powiat Łowicz,1808,60,2367,לוביץ',נפת לוביץ'
813,Tuchów,Tarnów,1890,344,2367,טוחוב,נפת טארנוב
876,Lubliniec,Lubliniec,1861,432,2365,לוּבְּלִינֶייץ,לובלינייץ
1436,Lysiec,Stanislavov,1880,983,2359,לישייץ,סטאניסלאבוב
237,Tuliszków,Konin,1921,260,2358,טולישקוב,נפת קונין
900,Muszyna,Nowy Sącz,1890,265,2358,מוּשִׁינָה,נפת נובי סונץ'
1162,Dunajów,,1900,338,2350,דונאיוב,פשמישלאני
812,Tuchów,Tarnów,1880,265,2337,טוחוב,נפת טארנוב
25,Opoczno,Opoczno,1857,1472,2334,אופוצ'נו,נפת אופוצ'נו
404,Piątek,Łęczyca,1897,1090,2325,פיונטק,נפת לנצ'יצה
90,Biała Rawska,,1921,1429,2323,ביאלה ראווסקה,נפת ראווה מאזובייצקה
1515,Nizankowice,Przemyśl,1910,669,2313,ניז'אנקוביצה,פשמישל
240,Turek,Powiat Turek,1827,95,2302,טורֶק,נפת טורק
852,Jasienica Rosielna,Żółkiew,1900,546,2302,יָאשֶׁיינִיצָה רוֹשֶׁיילְנָה,נפת בז'וזוב
1426,Lopatyn,Radekhiv,1880,332,2302,לופאטין,ראדז'ייחוב
223,Złoczew,Sieradz District,1897,1501,2301,זלוצ'ב,נפת שייראדז
1394,Janów,Trembowla,1921,525,2292,יאנוב,טרמבובלה
675,Głogów,Żeszów,1921,648,2291,גְלוֹגוּב,ז'שוב
771,Żmigród Nowy,Jasło,1900,1240,2289,ז'מיגרוד נוֹבִי,נפת יאסלו
677,Grybów,Nowy Sącz,1880,596,2287,גריבוב,נפת נובי סונץ'
958,Oleszyce,Lubaczów,1880,1300,2286,אוֹלֶשִׁיצֶה,נפת לובאצ'וב
1542,Suchostaw,Kopychyntsi,1880,614,2282,סוחוסטאב,קופיצ'ינצה
949,Ułaszkowce,Chortkiv Raion,1900,489,2280,אולאשקובצה,נפת צ'ורטקוב
464,Kutno,,1800,1401,2278,קוטנו,נפת קוטנו
462,Koźminek,Kalisz,1921,729,2273,קוז'מינק,נפת קאליש
1409,Jezierzany,,1921,1302,2272,ייז'ייז'אני,נפת בורשצ'וב
948,Ułaszkowce,Chortkiv Raion,1880,728,2270,אולאשקובצה,נפת צ'ורטקוב
970,Uście Zielone,Buczacz,1921,550,2255,אושצ'יה ז'יילוֹנה,נפת בוצ'אץ'
1039,Bukaczowce,,1921,649,2251,בוקאצ'ובצה,נפת רוהאטין
1649,Wolbórz,Piotrków Trybunalski,1921,443,2248,וולבוז',נפת פיוטרקוב טריבונאלסקי
335,Stryków,Łódź,1827,1394,2236,סטריקוב,נפת לודז'
435,Przysucha,Opočno,1827,1658,2236,פשיסחא,נפת אופוצ'נו
1514,Nizankowice,Przemyśl,1900,417,2231,ניז'אנקוביצה,פשמישל
177,Widawa,Powiat Łask,1921,773,2209,וידאווה,נפת לאסק
284,Lutomiersk,Łask,1921,775,2193,לוטוֹמיירסק,נפת לאסק
583,Ulanów,Nisko,1921,861,2192,אולאנוב,ניסקו
1017,Bołszowce,Rohatyn,1921,825,2186,בולשובצה,רוהאטין
1163,Dunajów,,1921,95,2184,דונאיוב,פשמישלאני
1445,Leszniów,,1880,696,2181,לשניוּב,נפת ברודי
889,Limanowa,Limanowa,1910,982,2180,לימאַנוֹבָה,לימאנובה
750,Zator,,1910,477,2176,זאטור,נפת ואדוביצה
1208,Wojniłów,Kalush,1880,977,2176,ווינילוב,נפת קאלוש
1213,Witkow Nowy,Radziechów district,1921,987,2176,ויטקוב נובי,נפת ראדז'ייחוב
892,Majdan,Kolbuszowa District,1900,590,2174,מַאיְדַאן,נפת קולבושובה
1565,Sokołówka,Złoczów,1880,983,2167,סוקולובקה,נפת זלוצ'וב
283,Lutomiersk,Łask,1857,999,2160,לוטוֹמיירסק,נפת לאסק
282,Lutomiersk,Łask,1827,1102,2153,לוטוֹמיירסק,נפת לאסק
1391,Janów,Trembowla,1860,848,2145,יאנוב,טרמבובלה
890,Limanowa,Limanowa,1921,905,2143,לימאַנוֹבָה,לימאנובה
1063,Brzozdowce,Bóbrka,1880,516,2142,בז'וזדובצה,נפת בוברקה
1323,Touste,Skalat,1880,671,2139,טוֹאוּסטה,סקאלאט
1401,Jaryczów Nowy,Lviv,1921,926,2139,יאריצ'וב נובי,נפת לבוב
1546,Solotwina,Nadworna,1921,610,2136,סולוטבינה,נפת נאדבורנה
277,Lututów,Wieluń,1921,1466,2132,לוטוטוב,נפת ויילון
190,Wieruszów,,1827,519,2126,ויירושוב,נפת ויילון
1425,Lutowiska,Lesko,1921,1220,2125,לוטוביסקה,נפת לסקו
146,Dobra,Turk,1827,1058,2120,דוברה,נפת טורק
38,Izbica Kujawska,Kalisz,1857,970,2119,איזביצה קויאווסקה,נפת קאליש
1507,Narol,Lwów,1900,1030,2116,נארול,"נפת לובאצ'וב, מחוז לבוב"
329,Stawiszyn,Kalish,1884,656,2106,סטאווישין,נפת קאליש
465,Kutno,,1808,1357,2105,קוטנו,נפת קוטנו
1203,Husiatyn,Nafat Kopychyntsi,1921,368,2104,הושיאטין,נפת קופיצ'ינצה
1212,Witkow Nowy,Radziechów district,1900,1060,2102,ויטקוב נובי,נפת ראדז'ייחוב
533,Rawa Mazowiecka,,1808,659,2093,ראווה מאזובייצקה,נפת ראווה מאזובייצקה
851,Jasienica Rosielna,Żółkiew,1880,487,2091,יָאשֶׁיינִיצָה רוֹשֶׁיילְנָה,נפת בז'וזוב
853,Jasienica Rosielna,Żółkiew,1921,479,2090,יָאשֶׁיינִיצָה רוֹשֶׁיילְנָה,נפת בז'וזוב
384,Pajęczno,Radomsko,1897,594,2087,פאיינצ'נו,נפת ראדומסקו
1037,Bukaczowce,,1880,1115,2085,בוקאצ'ובצה,נפת רוהאטין
558,Slesin,Konin,1921,304,2078,שלשין,נפת קונין
1087,Bircza,Powiat Drohobych,1900,1050,2071,בירצ'ה,נפת דוברומיל
899,Muszyna,Nowy Sącz,1880,217,2065,מוּשִׁינָה,נפת נובי סונץ'
911,Milówka,"Żywiec, Kraków",1890,116,2059,מילובקה,"נפת ז'יווייץ, מחוז קראקוב"
293,Łęczyca,Powiat Łęczyca,1808,999,2057,לנצ'יצה,נפת לנצ'יצה
352,Skierniewice,Skierniewice,1827,216,2056,סקיירנייוויצה,נפת סקיירנייוויצה
192,Wieruszów,,1857,844,2039,ויירושוב,נפת ויילון
950,Ułaszkowce,Chortkiv Raion,1921,138,2037,אולאשקובצה,נפת צ'ורטקוב
1215,Wielkie Oczy,Yavoriv,1900,862,2037,ויילקיה אוצ'י,יאבורוב
199,Żarnów,,1897,1171,2035,ז'ארנוב,נפת אופוצינו
481,Konin,,1808,369,2015,קונין,נפת קונין
893,Majdan,Kolbuszowa District,1921,565,2014,מַאיְדַאן,נפת קולבושובה
1513,Nizankowice,Przemyśl,1890,546,2009,ניז'אנקוביצה,פשמישל
1211,Witkow Nowy,Radziechów district,1890,1060,2008,ויטקוב נובי,נפת ראדז'ייחוב
1446,Leszniów,,1900,513,2005,לשניוּב,נפת ברודי
604,Baranow,Tarnobrzeg,1880,1155,2002,באראנוב,נפת טארנובז'ג
499,Kłodawa,Kolo,1827,443,1995,קלודאווה,נפת קולו
751,Zator,,1921,436,1995,זאטור,נפת ואדוביצה
261,Lask,Lask,1827,1270,1993,לאסק,נפת לאסק
1113,Gwoździec,,1921,1234,1992,גבוז'דז'יץ,נפת קולומיאה
1324,Touste,Skalat,1900,613,1991,טוֹאוּסטה,סקאלאט
21,Oviazd,,1921,792,1987,אויאזד,
1543,Suchostaw,Kopychyntsi,1921,378,1987,סוחוסטאב,קופיצ'ינצה
1286,Chodorów,Bobrka,1859,670,1986,חודורוב,נפת בוברקה
1382,Jazłowiec,Buчач,1921,474,1982,יאזלוביץ,נפת בוצ'אץ'
772,Żmigród Nowy,Jasło,1921,940,1959,ז'מיגרוד נוֹבִי,נפת יאסלו
1080,Biały Kamień,Złoczów,1921,298,1952,ביאלי קאמיין,נפת זלוצ'וב
162,Działoszyn,Wieluń,1939,2000,1939,דז'יאלושין,ויילון
178,Widawa,Powiat Łask,1939,728,1939,וידאווה,נפת לאסק
285,Lutomiersk,Łask,1939,750,1939,לוטוֹמיירסק,נפת לאסק
406,Piątek,Łęczyca,1939,1275,1939,פיונטק,נפת לנצ'יצה
538,Rawa Mazowiecka,,1939,2500,1939,ראווה מאזובייצקה,נפת ראווה מאזובייצקה
256,Jeżów,powiat Brzeziny,1897,733,1935,ייז'וב,נפת בז'ז'יני
810,Tarnowskie Góry,Tarnowskie Góry,1933,300,1933,טַארְנוֹבְסקֶיה גוּרִי,נפת טאדנובסקיה גודי
1620,Stryj,Stryi,1932,10869,1932,סטריא,נפת סטרי
1134,Gliniany,Przemyślany,1931,1900,1931,גליניאני,פשמישלאני
1141,Gródek Jagielloński,Gródek Jagielloński,1931,3281,1931,גרוּדֶק יאגיילונסקי,נפת גרודק יאגיילונסקי
1269,Żurawno,Żydaczów,1931,1000,1931,ז'וראבנו,ז'ידאצ'וב
1292,Chodorów,Bobrka,1931,2216,1931,חודורוב,נפת בוברקה
1492,Mikulińce,Tarnopol,1931,1770,1931,מיקולינצה,טארנופול
85,Brzeźnica,Radomsko,1930,150,1930,בז'ז'ניצה,נפת ראדומסקו
1088,Bircza,Powiat Drohobych,1921,1038,1929,בירצ'ה,נפת דוברומיל
1268,Żurawno,Żydaczów,1921,865,1926,ז'וראבנו,ז'ידאצ'וב
165,Warta,,1808,523,1923,וארטה,נפת שייראדז
926,Myślenice,Kraków,1921,675,1921,מישלניצה,מחוז קראקוב
974,Uscieczko,Zaleszczyki,1921,244,1916,אושצ'יצ'קו,זאלשצ'יקי
1303,Chyrów,Sambor,1880,912,1912,חירוב,נפת סאמבור
730,Wojnicz,Bochnia,1921,164,1910,ווֹינִיץ,בז'סקו
1077,Biały Kamień,Złoczów,1765,345,1901,ביאלי קאמיין,נפת זלוצ'וב
1081,Biały Kamień,Złoczów,1930,202,1901,ביאלי קאמיין,נפת זלוצ'וב
84,Brzeźnica,Radomsko,1921,406,1899,בז'ז'ניצה,נפת ראדומסקו
200,Żarnów,,1921,919,1892,ז'ארנוב,נפת אופוצינו
1447,Leszniów,,1921,179,1871,לשניוּב,נפת ברודי
1453,Mariampol,Stanislavov District,1900,525,1871,מאריאמפול,"נפת סטאניסלאבוב, מחוז סטאניסלאבוב"
1302,Chyrów,Sambor,1859,574,1869,חירוב,נפת סאמבור
1111,Gwoździec,,1880,1263,1867,גבוז'דז'יץ,נפת קולומיאה
526,Radoszyce,Koneckie,1857,747,1865,ראדושיצה,נפת קונסקיה
869,Łańcut,Napt Lancut,1865,1200,1865,לַאנְצוּט,נפת לנצוט
1516,Nizankowice,Przemyśl,1921,408,1865,ניז'אנקוביצה,פשמישל
1368,Jabłonów,,1900,1105,1861,יאבלונוב,נפת קולומיאה
1656,Koniecpol,Radomsko,1764,394,1857,קונייצפּוֹל,נפת ראדומסקו
1657,Koniecpol,Radomsko,1808,445,1857,קונייצפּוֹל,נפת ראדומסקו
1614,Stryj,Stryi,1856,4405,1856,סטריא,נפת סטרי
78,Boleslawiec,Wieluń,1921,546,1854,בוֹלֶסלאווייץ,נפת ויילון
455,Kamieńsk,powiat Piotrków Trybunalski,1897,781,1851,קאמינסק,נפת פיוטרקוב טריבונאלסקי
388,Poddębice,Leczyca,1857,832,1845,פּוֹדדֶמביצה,נפת לנצ'יצה
1623,Strzeliska Nowe,Bobrka,1921,771,1844,סצ'ליסקה נובה,נפת בוברקה
1214,Wielkie Oczy,Yavoriv,1880,985,1842,ויילקיה אוצ'י,יאבורוב
1036,Bukaczowce,,1859,1059,1840,בוקאצ'ובצה,נפת רוהאטין
763,Żołynia,Lancut,1880,1071,1834,ז'וֹלִינְיָה,נפת לאנצוט
962,Ustrzyki Dolne,Istrzyk,1880,1146,1824,אוסצ'יקי דוֹלנֶה,איסטריק
288,Lyszkowice,Lubicz,1921,545,1820,לישקוביצה,נפת לוביץ'
1161,Dunajów,,1880,331,1820,דונאיוב,פשמישלאני
606,Baranow,Tarnobrzeg,1900,918,1817,באראנוב,נפת טארנובז'ג
1385,Janów,Grodzisk Jagielloński,1880,968,1817,יאנוב,גרודק יאגיילונסקי
1508,Narol,Lwów,1921,734,1817,נארול,"נפת לובאצ'וב, מחוז לבוב"
424,Praszka,Wieluń,1857,907,1810,פראשקה,נפת ויילון
1389,Janów,Grodzisk Jagielloński,1921,490,1808,יאנוב,גרודק יאגיילונסקי
1655,Rzgów,Lodz,1921,93,1808,ז'גוב,נפת לודז'
888,Limanowa,Limanowa,1900,778,1806,לימאַנוֹבָה,לימאנובה
383,Pajęczno,Radomsko,1857,518,1802,פאיינצ'נו,נפת ראדומסקו
175,Widawa,Powiat Łask,1857,968,1800,וידאווה,נפת לאסק
44,Inowłódź,,1793,59,1794,אינובלודז',ראווה מאזובייצקה
236,Tuliszków,Konin,1897,200,1794,טולישקוב,נפת קונין
608,Baranow,Tarnobrzeg,1921,745,1794,באראנוב,נפת טארנובז'ג
80,Brzeźnica,Radomsko,1793,10,1793,בז'ז'ניצה,נפת ראדומסקו
179,Wieluń,Wieluń,1777,8,1793,ויילון,נפת ויילון
684,Dubiecko,Przemyśl,1921,977,1793,דובעצק,נפת פשמישל
520,Radomsko,,1827,369,1792,ראדומסקו,נובו ראדומסקו
1369,Jabłonów,,1921,834,1789,יאבלונוב,נפת קולומיאה
1633,Uniejów,Nef Turck,1857,650,1787,אונייוב,נפת טורק
121,Golina,Konin,1897,679,1784,גולינה,נפת קונין
301,Nowe Miasto,powiat Rawski Mazowiecki,1827,903,1784,נובה מיאסטו,נפת ראווה מאזובייצקה
1423,Lutowiska,Lesko,1880,1240,1776,לוטוביסקה,נפת לסקו
341,Słupca,Konin,1827,16,1768,סלופצה,נפת קונין
43,Inowłódź,,1764,22,1765,אינובלודז',ראווה מאזובייצקה
325,Stawiszyn,Kalish,1764,57,1765,סטאווישין,נפת קאליש
769,Żmigród Nowy,Jasło,1765,683,1765,ז'מיגרוד נוֹבִי,נפת יאסלו
868,Łańcut,Napt Lancut,1765,829,1765,לַאנְצוּט,נפת לנצוט
1035,Bukaczowce,,1765,289,1765,בוקאצ'ובצה,נפת רוהאטין
1126,Gliniany,Przemyślany,1765,688,1765,גליניאני,פשמישלאני
1135,Gródek Jagielloński,Gródek Jagielloński,1765,788,1765,גרוּדֶק יאגיילונסקי,נפת גרודק יאגיילונסקי
1160,Dunajów,,1765,50,1765,דונאיוב,פשמישלאני
1285,Chodorów,Bobrka,1765,882,1765,חודורוב,נפת בוברקה
1403,Jezupol,Azipali,1765,85,1765,ייזופול,אזיפאלי
1486,Mikulińce,Tarnopol,1765,427,1765,מיקולינצה,טארנופול
