line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
2450,878,Krakau,Krakau,Grębałów,Lubocza,,Krakau,,Pleszów,rk. Pleszów|isr. Krakau
2451,878,Krakau,Krakau,Grzegórzki,Grzegórzki,,Krakau,,Krakau (Pf. Set. Nikolai),rk. Krakau (Pf. Set. Nikolai)|isr. Krakau
2452,878,Krakau,Krakau,Kantorowice,Prusy,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2453,878,Krakau,Krakau,Karniów,Czulice,,Krakau,,Czulice,rk. Czulice|isr. Krakau
2454,878,Krakau,Krakau,Karniowice,Bolechowice,,Krakau,,Bolechowice,rk. Bolechowice|isr. Krakau
2455,878,Krakau,Krakau,Kobylany,Kobylany,,Krakau,,Bolechowice,rk. Bolechowice|isr. Krakau
2456,878,Krakau,Krakau,Koćmyrzów,Dojazdów,,Krakau,,Czulice,rk. Czulice|isr. Krakau
2457,878,Krakau,Krakau,Kościelniki,Kościelniki,,Krakau,,Górka Kościelnicka (Gm. Kościelniki),rk. Górka Kościelnicka (Gm. Kościelniki)|isr. Krakau
2458,878,Krakau,Krakau,Krowodrza,Krowodrza,,Krakau,,Krakau (Pf. Set. Stephan),rk. Krakau (Pf. Set. Stephan)|isr. Krakau
2459,878,Krakau,Krakau,Krzesławice,Bieńczyce,,Krakau,,Pleszów,rk. Pleszów|isr. Krakau
2460,878,Krakau,Krakau,Krzysztoforzyce,Dojazdów,,Krakau,,Ruszeza,rk. Ruszeza|isr. Krakau
2461,878,Krakau,Krakau,Leg,Łęg,,Krakau,," Krakau (Pf. Set. Nikolai),Mogiła","rk. Krakau (Pf. Set. Nikolai),Mogiła|isr. Krakau"
2462,878,Krakau,Krakau,Łobzów,Łobzów,,Krakau,,Krakau (Pf. Set. Stephan),rk. Krakau (Pf. Set. Stephan)|isr. Krakau
2463,878,Krakau,Krakau,Lubocza,Lubocza,,Krakau,,Pleszów,rk. Pleszów|isr. Krakau
2464,878,Krakau,Krakau,Luczanowice,Dojazdów,,Krakau,,Ruszeza,rk. Ruszeza|isr. Krakau
2465,878,Krakau,Krakau,Mistrzejowice,Bieńczyce,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2466,878,Krakau,Krakau,Modlnica,Modlnica,,Krakau,,Modlnica,rk. Modlnica|isr. Krakau
2467,878,Krakau,Krakau,Modlniczka,Modlnica,,Krakau,,Modlnica,rk. Modlnica|isr. Krakau
2468,878,Krakau,Krakau,Mogiła,Mogiła,,Krakau,,Mogiła,rk. Mogiła|isr. Krakau
2469,878,Krakau,Krakau,Mydlniki,Mydlniki,,Krakau,,Krakau (Pf. Set. Stephan),rk. Krakau (Pf. Set. Stephan)|isr. Krakau
2470,878,Krakau,Krakau,Nowa Wieś Narodowa,Nowa Wieś Narodowa,,Krakau,,Krakau (Pf. Set. Stephan),rk.Krakau (Pf. Set. Stephan)|isr. Krakau
2471,878,Krakau,Krakau,Olszanica,Olszanica,,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2472,878,Krakau,Krakau,Pękowice,Liszki,,Krakau,," Giebułtów,Zielonki","rk. Giebułtów,Zielonki|isr. Krakau"
2473,879,Krakau,Krakau,Pleszów,Pleszów,,Krakau,,Pleszów,rk. Pleszów|isr. Krakau
2474,879,Krakau,Krakau,Półwsie Zwierzynieckie,Półwsie Zwierzynieckie,,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2475,879,Krakau,Krakau,Prądnik Biały,"Prądnik Biały,Witkowice (Gm. Prądnik Biały)",,Krakau,," Krakau (Pf. Kreuzerhöhung),Zielonki","rk. Krakau (Pf. Kreuzerhöhung),Zielonki|isr. Krakau,"
2476,879,Krakau,Krakau,Prądnik Czerwony,Prądnik Czerwony,,Krakau,,Krakau (Pf. Set. Nikolai),rk. Krakau (Pf. Set. Nikolai)|isr. Krakau
2477,879,Krakau,Krakau,Prusy,Prusy,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2478,879,Krakau,Krakau,Przegorzały,Przegorzały,,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2479,879,Krakau,Krakau,Przylasek Rusiecki,Wyciąże,,Krakau,,Ruszcza,rk. Ruszcza|isr. Krakau
2480,879,Krakau,Krakau,Raciborowice,Raciborowice,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2481,879,Krakau,Krakau,Rakowice,Prądnik Czerwony,,Krakau,,Krakau (Pf. Sct. Nikolai),rk. Krakau (Pf. Sct. Nikolai)|isr. Krakau
2482,879,Krakau,Krakau,Ruszeza,Ruszcza,,Krakau,,Ruszeza,rk. Ruszeza|isr. Krakau
2483,879,Krakau,Krakau,Rząska,Rząska Szlachecka (Gm. Rząska),,Krakau,,Krakau (Pf. Set. Stephan),rk. Krakau (Pf. Set. Stephan)|isr. Krakau
2484,879,Krakau,Krakau,Sulechów,Prusy,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2485,879,Krakau,Krakau,Tomaszowice,Modlnica,,Krakau,,Modlnica,rk. Modlnica|isr. Krakau
2486,879,Krakau,Krakau,Tonie,Tonie,,Krakau,,Zielonki,rk. Zielonki|isr. Krakau
2487,879,Krakau,Krakau,Trojanowice,Trojanowice,,Krakau,,Giebułtów,rk. Giebułtów|isr. Krakau
2488,879,Krakau,Krakau,Ujazd,Brzezie Narodowe (Gm. Brzezie),,Krakan,,Bolechowice,rk. Bolechowice|isr. Krakan
2489,879,Krakau,Krakau,Wadów,Ruszeza,,Krakau,,Ruszeza,rk. Ruszeza|isr. Krakau
2490,879,Krakau,Krakau,Węgrzce,Węgrzce,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2491,879,Krakau,Krakau,Węgrzynowice,Kościelniki,,Krakau,,Górka Kościelnicka (Gm. Kościelniki),rk. Górka Kościelnicka (Gm. Kościelniki)|isr. Krakau
2492,879,Krakau,Krakau,Więckowice,Kobylany,,Krakau,,Bolechowice,"rk. Bolechowice|isr. Krakau,"
2493,879,Krakau,Krakau,Wola Justowska,Wola Justowska,,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2494,879,Krakau,Krakau,Wolica,Wolica,,Krakau,,Górka Kościelnicka (Gm. Kościelniki),rk. Górka Kościelnicka (Gm. Kościelniki)|isr. Krakau
2495,879,Krakau,Krakau,Wróżenice,Czulice,,Krakau,,Czulice,rk. Czulice|isr. Krakau
2496,879,Krakau,Krakau,Wyciąże,Wyciąże,,Krakau,,Ruszcza,rk. Ruszcza|isr. Krakau
2497,879,Krakau,Krakau,Zabierzów,Zabierzów,,Krakau,,Modlnica,rk. Modlnica|isr. Krakau
2498,879,Krakau,Krakau,Zastów,Raciborowice,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2499,879,Krakau,Krakau,Zelków,Bolechowice,,Krakau,,Bolechowice,rk. Bolechowice|isr. Krakau
2500,879,Krakau,Krakau,Zesławice,Raciborowice,,Krakau,,Raciborowice,rk. Raciborowice|isr. Krakau
2501,879,Krakau,Krakau,Zielonki,Zielonki,,Krakau,,Zielonki,rk. Zielonki|isr. Krakau
2502,879,Krakau,Krakau,Zwierzyniec,Zwierzyniec,,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2503,879,Krakau,Liszki,Aleksandrowice,Morawica,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2504,879,Krakau,Liszki,Baczyn,Mników,Liszki,Krakau,," Morawica,Zalas (BH: Chrzanów)","rk. Morawica,Zalas (BH: Chrzanów)|isr. Krakau"
2505,879,Krakau,Liszki,Balice,Balice,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2506,879,Krakau,Liszki,Bielany,Bielany,Liszki,Krakau,,Zwierzyniec,rk. Zwierzyniec|isr. Krakau
2507,879,Krakau,Liszki,Brzoskwinia,Morawica,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2508,879,Krakau,Liszki,Budzyń,Liszki,Liszki,Krakau,," Morawica,Liszki","rk. Morawica,Liszki|isr. Krakau"
2509,879,Krakau,Liszki,Burów,Balice,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2510,879,Krakau,Liszki,Cholerzyn,Morawica,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2511,879,Krakau,Liszki,Chrosna,Morawica,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2512,879,Krakau,Liszki,Czernichów,Czernichów,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2513,879,Krakau,Liszki,Czernichówek,Czernichów,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2514,879,Krakau,Liszki,Czułów,Czułów,Liszki,Krakau,,Rybna,rk. Rybna|isr. Krakau
2515,879,Krakau,Liszki,Czułówek,Czułówek,Liszki,Krakau,,Rybna,rk. Rybna|isr. Krakau
2516,879,Krakau,Liszki,Dąbrowa Szlachecka,Wołowice,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2517,879,Krakau,Liszki,Jeziorzany,Rączna,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2518,879,Krakau,Liszki,Kamień,Kamień,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2519,879,Krakau,Liszki,Kaszów,Kaszów,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2520,879,Krakau,Liszki,Kleszczów,Morawica,Liszki,Krakau,," Morawica,Rudawa (BH: Chrzanów)","rk. Morawica,Rudawa (BH: Chrzanów)|isr. Krakau"
2521,879,Krakau,Liszki,Kłokoczyn,Czernichów,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2522,879,Krakau,Liszki,Kryspinów,Liszki,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2523,879,Krakau,Liszki,Liszki,Liszki,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2524,879,Krakau,Liszki,Mników,Mników,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2525,879,Krakau,Liszki,Morawica,Morawica,Liszki,Krakau,,Morawica,rk. Morawica|isr. Krakau
2526,879,Krakau,Liszki,Nowa Wieś Szlachecka,Nowa Wieś Szlachecka,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2527,879,Krakau,Liszki,Piekary,Piekary,Liszki,Krakau,,Liszki,rk. Liszki|isr. Krakau
2528,880,Krakau,Liszki,Przeginia Duchowna,Przeginia Duchowna,,Krakau,,Rybna,rk. Rybna|isr. Krakau
2529,880,Krakau,Liszki,Przeginia Narodowa,Przeginia Narodowa,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2530,880,Krakau,Liszki,Rączna,Rączna,,Krakau,,Liszki,rk. Liszki|isr. Krakau
2531,880,Krakau,Liszki,Rusocice,Rusocice,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2532,880,Krakau,Liszki,Rybna,Rybna,,Krakau,,Rybna,rk. Rybna|isr. Krakau
2533,880,Krakau,Liszki,Sciejowice,Rączna,,Krakau,,Liszki,rk. Liszki|isr. Krakau
2534,880,Krakau,Liszki,Szczyglice,Balice,,Krakan,,Morawica,rk. Morawica|isr. Krakan
2535,880,Krakau,Liszki,Wołowice,Wołowice,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2536,880,Krakau,Liszki,Zagacie,Wołowice,,Krakau,,Czernichów,rk. Czernichów|isr. Krakau
2537,880,Krosno,Dukla,Barwinek,Barwinek,,Dukla,Zyndranowa,,rk.|isr. Dukla|grk. Zyndranowa
2538,880,Krosno,Dukla,Cergowa,Cergowa,,Dukla,,Jasionka,rk. Jasionka|isr. Dukla
2539,880,Krosno,Dukla,Ciechania,,,Dukla,Ciezhania,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Ciezhania|isr. Dukla
2540,880,Krosno,Dukla,Draganowa,,,Dukla,,Kobylany,rk. Kobylany|isr. Dukla
2541,880,Krosno,Dukla,Dukla,Dukla,,Dukla,Tylawa,,rk.|isr. Dukla|grk. Tylawa
2542,880,Krosno,Dukla,Głojsce,,,Dukla,,Zmigród Stary (BH: Jasło),rk. Zmigród Stary (BH: Jasło)|isr. Dukla
2543,880,Krosno,Dukla,Huta Polańska,Huta Polańska,,Dukla,Ciechania,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Ciechania|isr. Dukla
2544,880,Krosno,Dukla,Hyrowa,Hyrowa,,Dukla,Hyrowa,,rk.|isr. Dukla|grk. Hyrowa
2545,880,Krosno,Dukla,Iwla,,,Dukla,,,rk.|isr. Dukla
2546,880,Krosno,Dukla,Jasionka,Jasionka,,Dukla,,Jasionka,rk. Jasionka|isr. Dukla
2547,880,Krosno,Dukla,Kobylany,,,Dukla,,Kobylany,rk. Kobylany|isr. Dukla
2548,880,Krosno,Dukla,Leki,,,Dukla,,Kobylany,rk. Kobylany|isr. Dukla
2549,880,Krosno,Dukla,Lipowica,Dukla,,Dukla,,,rk.|isr. Dukla
2550,880,Krosno,Dukla,Lubatowa,Lubatowa,,Dukla,,Lubatowa,rk. Lubatowa|isr. Dukla
2551,880,Krosno,Dukla,Lubatówka,Lubatówka,,Dukla,,Rogi,rk. Rogi|isr. Dukla
2552,880,Krosno,Dukla,Mszana,Mszana,,Dukla,Mszana,,rk.|isr. Dukla|grk. Mszana
2553,880,Krosno,Dukla,Myscowa,Myscowa,,Dukla,Myseowa,Zmigród Nowy (BH: Jasło),rk. Zmigród Nowy (BH: Jasło)|grk. Myseowa|isr. Dukla
2554,880,Krosno,Dukla,Nadole,Dukla,,Dukla,,,rk.|isr. Dukla
2555,880,Krosno,Dukla,Olchowiec,,,Dukla,Olchowiee,Zmigród Nowy (BH: Jasło),rk. Zmigród Nowy (BH: Jasło)|grk. Olchowiee|isr. Dukla
2556,880,Krosno,Dukla,Polany,Polany,,Dukla,Polany,Żmigród Nowy (BH: Jasło),rk. Żmigród Nowy (BH: Jasło)|grk. Polany|isr. Dukla
2557,880,Krosno,Dukla,Rogi,Rogi,,Dukla,Wróblik Królewski,Rogi,rk. Rogi|grk. Wróblik Królewski|isr. Dukla
2558,880,Krosno,Dukla,Ropianka,,,Dukla,Olchowiec,Zmigród Nowy (BH: Jasło),rk. Zmigród Nowy (BH: Jasło)|grk. Olchowiec|isr. Dukla
2559,880,Krosno,Dukla,Równe,Równe,,Dukla,,Równe,rk. Równe|isr. Dukla
2560,880,Krosno,Dukla,Smereczne,,,Dukla,Mszana,g Mszana,grk. Mszana|isr. Dukla
2561,880,Krosno,Dukla,Sulistrowa,,,Dukla,,",Kobylany","rk.,Kobylany|isr. Dukla"
2562,880,Krosno,Dukla,Teodorówka,Dukla,,Dukla,,,rk.|isr. Dukla
2563,880,Krosno,Dukla,Trzciana,Trzciana,,Dukla,Tylawa,,rk.|isr. Dukla|grk. Tylawa
2564,880,Krosno,Dukla,Tylawa,Tylawa,,Dukla,Tylawa,,rk.|isr. Dukla|grk. Tylawa
2565,880,Krosno,Dukla,Wietrzno,Wietrzno,,Dukla,,Bóbrka,rk. Bóbrka|isr. Dukla
2566,880,Krosno,Dukla,Wilsznia,,,Dukla,Olchowiec,g Olchowiec,grk. Olchowiec|isr. Dukla
2567,880,Krosno,Dukla,Zboiska,Dukla,,Dukla,,,rk.|isr. Dukla
2568,880,Krosno,Dukla,Zyndranowa,Zyndranowa,,Dukla,Zyndranowa,,rk.|isr. Dukla|grk. Zyndranowa
2569,880,Krosno,Krosno,Bajdy,,,Krosno,," Szebnie (BH,Jasło)","rk. Szebnie (BH,Jasło)|isr. Krosno"
2570,880,Krosno,Krosno,Białobrzegi,Krosno,,Krosno,,,rk.|isr. Krosno
2571,880,Krosno,Krosno,Bóbrka,Bóbrka,,Dukla,,Bóbrka,rk. Bóbrka|isr. Dukla
2572,880,Krosno,Krosno,Bonarówka,,,Korezyna,Bonarówka," Luteza (BH,Strzyżow)","rk. Luteza (BH,Strzyżow)|grk. Bonarówka|isr. Korezyna"
2573,880,Krosno,Krosno,Borek,Jedlicze,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2574,880,Krosno,Krosno,Bratkówka,Bratkówka,,Krosno,Rzepnik,Odrzykoń,rk. Odrzykoń|grk. Rzepnik|isr. Krosno
2575,880,Krosno,Krosno,Chlebna,,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2576,880,Krosno,Krosno,Chorkówka,Chorkówka,,Krosno,,Zręcin,rk. Zręcin|isr. Krosno
2577,881,Krosno,Krosno,Czarnorzeki,Czarnorzeki,,Korczyna,Czarnorzeki,,rk.|isr. Korczyna|grk. Czarnorzeki
2578,881,Krosno,Krosno,Długie,,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2579,881,Krosno,Krosno,Dobieszyn,,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2580,881,Krosno,Krosno,Faliszówka,,,Dukla,,Nienaszów (BH: Jasło),rk. Nienaszów (BH: Jasło)|isr. Dukla
2581,881,Krosno,Krosno,Głowienka,Głowienka,,Krosno,,,rk.|isr. Krosno
2582,881,Krosno,Krosno,Iskrzynia,Iskrzynia,,Korczyna,Jabłonica Polska,Krościenko Wyżne,rk. Krościenko Wyżne|grk. Jabłonica Polska (BH: Brzozów)|isr. Korczyna
2583,881,Krosno,Krosno,Iwonicz,Iwonicz,,Dukla,,Iwonicz,rk. Iwonicz|isr. Dukla
2584,881,Krosno,Krosno,Jaszczew,Jaszczew,,Krosno,,Szebnie (BH: Jasło),rk. Szebnie (BH: Jasło)|isr. Krosno
2585,881,Krosno,Krosno,Jedlicze,Jedlicze,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2586,881,Krosno,Krosno,Kombornia,Kombornia,,Korczyna,Jabłonica Polska,Kombornia,rk. Kombornia|grk. Jabłonica Polska (BH: Brzozów)|isr. Korczyna
2587,881,Krosno,Krosno,Kopytowa,,,Krosno,," Zręcin,Łubienko (BH: Jaslo)","rk. Zręcin,Łubienko (BH: Jaslo)|isr. Krosno"
2588,881,Krosno,Krosno,Korezyna,Korezyna 2,,Korezyna,,,rk.|isr. Korezyna
2589,881,Krosno,Krosno,Krasna,Krasna,,Korezyna,Krasna,Luteza (BH: Strzyżów),rk. Luteza (BH: Strzyżów)|grk. Krasna|isr. Korezyna
2590,881,Krosno,Krosno,Krościenko Niżne,Krościenko Niżne,,Krosno,Jabłonica Polska,,rk.|isr. Krosno|grk. Jabłonica Polska (BH: Brzozów)
2591,881,Krosno,Krosno,Krościenko Wyżne,Krościenko Wyżne,,Korezyna,Jabłonica Polska,Krościenko Wyżne,"rk. Krościenko Wyżne|grk. Jabłonica Polska (BH: Brzozów),(isr. Korezyna"
2592,881,Krosno,Krosno,Krosno,Krosno 2,,Krosno,Węglówka,,rk.|isr. Krosno|grk. Węglówka
2593,881,Krosno,Krosno,Leśniówka,Leśniówka,,Krosno,,Zręcin,rk. Zręcin|isr. Krosno
2594,881,Krosno,Krosno,Łężany,Łężany,,Krosno,,Targowiska,rk. Targowiska|isr. Krosno
2595,881,Krosno,Krosno,Machnówka,Böbrka,,Dukla,,Zręcin,rk. Zręcin|isr. Dukla
2596,881,Krosno,Krosno,Mecinka,,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2597,881,Krosno,Krosno,Miejsce Piastowe,Miejsce Piastowe,,Krosno,,Miejsce Piastowe,rk. Miejsce Piastowe|isr. Krosno
2598,881,Krosno,Krosno,Moderówka,,,Krosno,,Szebnie (BH: Jasło),rk. Szebnie (BH: Jasło)|isr. Krosno
2599,881,Krosno,Krosno,Niżna Łąka,Bóbrka,,Dukla,,Bóbrka,rk. Bóbrka|isr. Dukla
2600,881,Krosno,Krosno,Odrzykoń,Odrzykoń,,Korezyna,Węglówka,Odrzykón,rk. Odrzykón|grk. Węglówka|isr. Korezyna
2601,881,Krosno,Krosno,Piotrówka,,,Krosno,,Łubienko (BH: Jasło),rk. Łubienko (BH: Jasło)|isr. Krosno
2602,881,Krosno,Krosno,Podniebyle,,,Krosno,," Zręcin,Łubienko (BH: Jasło)","rk. Zręcin,Łubienko (BH: Jasło)|isr. Krosno"
2603,881,Krosno,Krosno,Polanka,Polanka,,Krosno,Rzepnik,Jedlicze,rk. Jedlicze|grk. Rzepnik|isr. Krosno
2604,881,Krosno,Krosno,Poraj,,,Krosno,,Nienaszów (BH: Jasło),rk. Nienaszów (BH: Jasło)|isr. Krosno
2605,881,Krosno,Krosno,Potok,Potok,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2606,881,Krosno,Krosno,Rzepnik,Wola Pietrusza (BH: Strzyzów),,Korezyna,Rzepnik,Łączki (BH: Strzyżów),rk. Łączki (BH: Strzyżów)|grk. Rzepnik|isr. Korezyna
2607,881,Krosno,Krosno,Suchodół,Suchodól,,Krosno,,,rk.|isr. Krosno
2608,881,Krosno,Krosno,Swierzowa Polska,Zręcin,,Krosno,,Zręcin,rk. Zręcin|isr. Krosno
2609,881,Krosno,Krosno,Szczepańczowa,,,Krosno,,Wrocanka,rk. Wrocanka|isr. Krosno
2610,881,Krosno,Krosno,Targowiska,Targowiska,,Krosno,Wróblik Królewski,Targowiska,rk. Targowiska|grk. Wróblik Królewski|isr. Krosno
2611,881,Krosno,Krosno,Toroszówka,,,Krosno,Rzepnik,Jedlicze,rk. Jedlicze|grk. Rzepnik|isr. Krosno
2612,881,Krosno,Krosno,Ustrobna,Ustrobna,,Krosno,,Ustrobna,rk. Ustrobna|isr. Krosno
2613,881,Krosno,Krosno,Węglówka,Węglówka,,Korezyna,Węglówka," Odrzykon,Korczyna","rk. Odrzykon,Korczyna|grk. Węglówka|isr. Korezyna"
2614,881,Krosno,Krosno,Wojkówka,Wojkówka,,Krosno,Rzepnik,Lączki (BH: Strzyżów),rk. Lączki (BH: Strzyżów)|grk. Rzepnik|isr. Krosno
2615,881,Krosno,Krosno,Wola Komborska,Kombornia,,Korezyna,,Kombornia,rk. Kombornia|isr. Korezyna
2616,881,Krosno,Krosno,Wróblik Królewski,Wróblik Królewski,,Krosno,Wróblik Królewski,Rymanów (BH: Sanok),rk. Rymanów (BH: Sanok)|grk. Wróblik Królewski|isr. Krosno
2617,881,Krosno,Krosno,Wrocanka,Wrocanka,,Dukla,,Wrocanka,rk. Wrocanka|isr. Dukla
2618,881,Krosno,Krosno,Zarnowiec,,,Krosno,,Jedlicze,rk. Jedlicze|isr. Krosno
2619,881,Krosno,Krosno,Zeglce,Żeglee,,Krosno,,Zręcin,rk. Zręcin|isr. Krosno
2620,881,Krosno,Krosno,Zręcin,Zręcin,,Krosno,,Zręcin,rk. Zręcin|isr. Krosno
2621,881,Lańcut,Łańcut,Albigowa,Albigowa,,Łańcut,,Albigowa,rk. Albigowa|isr. Łańcut
2622,881,Lańcut,Łańcut,Białobrzegi,Białobrzegi: 2,,Żołynia Miasteczko,Dębno," Zołynia Miasteczko,Kosina","rk. Zołynia Miasteczko,Kosina|grk. Dębno|isr. Żołynia Miasteczko"
2623,882,Lańcut,Łańcut,Brzóza Stadnicka,Brzóza Stadnicka,,Żółynia Miasteczko,," Żołynia Miasteczko,Trzeboś (BH: Kolbuszowa)","rk. Żołynia Miasteczko,Trzeboś (BH: Kolbuszowa)|isr. Żółynia Miasteczko"
2624,882,Lańcut,Łańcut,Budy Łańcuckie,,,Łańcut,," Grodzisko Dolne,Gniewczyna Łańcucka (BH: Przeworsk),Nowosielce (BH: Prze-worsk,Przeworsk (BH: Przeworsk)","rk. Grodzisko Dolne,Gniewczyna Łańcucka (BH: Przeworsk),Nowosielce (BH: Prze-worsk,Przeworsk (BH: Przeworsk)|isr. Łańcut"
2625,882,Lańcut,Łańcut,Czarna,Czarna: 2,,Żołynia Miasteczko,,Krzemienica,rk. Krzemienica|isr. Żołynia Miasteczko
2626,882,Lańcut,Łańcut,Dąbrówki,Dąbrówki,,Zołynia Miasteczko,,Łańcut,rk. Łańcut|isr. Zołynia Miasteczko
2627,882,Lańcut,Łańcut,Debina,Debina,,Łańcut,,,rk.|isr. Łańcut
2628,882,Lańcut,Łańcut,Głuchów,Głuchów,,Łańcut,,,rk.|isr. Łańcut
2629,882,Lańcut,Łańcut,Handzlówka,Handzlówka,,Łańcut,,Handzlówka,rk. Handzlówka|isr. Łańcut
2630,882,Lańcut,Łańcut,Husów,Husów,,Łańcut,,Husów,rk. Husów|isr. Łańcut
2631,882,Lańcut,Łańcut,Korniaktów,,,,,,
2632,882,Lańcut,Łańcut,Kosina,Kosina,,Żołynia Miasteczko,,Kosina,rk. Kosina|isr. Żołynia Miasteczko
2633,882,Lańcut,Łańcut,Krzemienica,Krzemienica,,Przeworsk,," Kosina,Gać (BH: Przeworsk)","rk. Kosina,Gać (BH: Przeworsk)|isr. Przeworsk (BH: Przeworsk)"
2634,882,Lańcut,Łańcut,Lańcut,Lańcut: 3,,Łańcut,,Krzemienica,rk. Krzemienica|isr. Łańcut
2635,882,Lańcut,Łańcut,Medynia Głogowska,,,Łańcut,Zalesie,,rk.|isr. Łańcut|grk. Zalesie (BH: Rzeszów)
2636,882,Lańcut,Łańcut,Medynia Łańcucka,,,Łańcut,,Medynia Głogowska,rk. Medynia Głogowska|isr. Łańcut
2637,882,Lańcut,Łańcut,Podzwierzyniee,Wola Mała,,Łańcut,," Medynia,Głogowska","rk. Medynia,Głogowska|isr. Łańcut"
2638,882,Lańcut,Łańcut,Pogwizdów,,,Łańcut,,,rk.|isr. Łańcut
2639,882,Lańcut,Łańcut,Przedmieście,Przedmieście,,Łańcut,,Medynia Głogowska,rk. Medynia Głogowska|isr. Łańcut
2640,882,Lańcut,Łańcut,Rakszawa,"Rakszawa: 1,2 Exp.",,Łańcut,,,rk.|isr. Łańcut
2641,882,Lańcut,Łańcut,,,,Zołynia Miasteczko,," Rakszawa,Trzeboš (BH: Kolbuszowa)","rk. Rakszawa,Trzeboš (BH: Kolbuszowa)|isr. Zołynia Miasteczko"
2642,882,Lańcut,Łańcut,Rogóżno,Rogóżno,,Przeworsk,,Kosina,rk. Kosina|isr. Przeworsk (BH: Przeworsk)
2643,882,Lańcut,Łańcut,Smolarzyny,,,,,,
2644,882,Lańcut,Łańcut,Sonina,Sonina,,Żołynia Miasteczko,,Łańcut,rk. Łańcut|isr. Żołynia Miasteczko
2645,882,Lańcut,Łańcut,Strażów,,,Łańcut,,,rk.|isr. Łańcut
2646,882,Lańcut,Łańcut,Węgliska,,,Lańcut,,Krasne (BH: Rzeszów),rk. Krasne (BH: Rzeszów)|isr. Lańcut
2647,882,Lańcut,Łańcut,Wola Mała,Wola Mała,,Łańcut,,Medynia Głogowska,rk. Medynia Głogowska|isr. Łańcut
2648,882,Lańcut,Łańcut,Wola Wielka,Wola Wielka,,Łańcut,,,rk.|isr. Łańcut
2649,882,Lańcut,Łańcut,Wysoka,Wysoka,,Łańcut,,,rk.|isr. Łańcut
2650,882,Lańcut,Łańcut,Zalesie,Zalesie,,Łańcut,,Wysoka,rk. Wysoka|isr. Łańcut
2651,882,Lańcut,Łańcut,,,,Zołynia Miasteczko,,Medynia Głogowska,rk. Medynia Głogowska|isr. Zołynia Miasteczko
2652,882,Lańcut,Łańcut,Zmysłówka,,,Žolynia Miasteczko,,,"Grodzisko Dolne,Gniewczyna Lańcucka (BH:,Przeworsk),Żołynia Miasteczko|isr. Žolynia Miasteczko,"
2653,882,Lańcut,Łańcut,Żołynia Miasteczko,Żołynia Miasteczko: 2,,,Dębno,Żołynia Miasteczko,rk. Żołynia Miasteczko|grk. Dębno
2654,882,Lańcut,Łańcut,Żołynia Wieś,Żołynia Miasteczko,,Żołynia Miasteczko,,,rk.|isr. Żołynia Miasteczko
2655,882,Lańcut,Leżajsk,Baranówka,,,Leżajsk,,,isr. Leżajsk
