line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
5738,949,Turka,Borynia,Libuchora,Libuchora,,Turka,Libuchora,,rk.|isr. Turka|grk. Libuchora
5739,949,Turka,Borynia,Matków,Matków,,Turka,Krywka,,rk.|isr. Turka|grk. Krywka
5740,949,Turka,Borynia,Mochnate,Mochnate,,Turka,Krasne,,rk.|isr. Turka|grk. Krasne
5741,949,Turka,Borynia,Mołdawsko,,,Turka,Bahnowate,,rk.|isr. Turka|grk. Bahnowate
5742,949,Turka,Borynia,Myta,,,Turka,Rosochacz,,rk.|isr. Turka|grk. Rosochacz
5743,949,Turka,Borynia,Rosochacz,,,Turka,Rosochacz,,rk.|isr. Turka|grk. Rosochacz
5744,949,Turka,Borynia,Ryków,,,Turka,Bahnowate,,rk.|isr. Turka|grk. Bahnowate
5745,949,Turka,Borynia,Sianki,,,Turka,Beniowa,,rk.|isr. Turka|grk. Beniowa
5746,949,Turka,Borynia,Sokoliki,,,Turka,Tarnawa Wyżna,,rk.|isr. Turka|grk. Tarnawa Wyżna
5747,949,Turka,Borynia,Suchy Potok,,,Turka,Rosochacz,,rk.|isr. Turka|grk. Rosochacz
5748,949,Turka,Borynia,Tureczki Niżne,,,Turka,Tureczki Niżne,,rk.|isr. Turka|grk. Tureczki Niżne
5749,949,Turka,Borynia,Tureczki Wyżne,,,Turka Tureczki Niżne,,,"rk.|isr. Turka,Tureczki Niżne"
5750,949,Turka,Borynia,Wysocko Niżne,Wysocko Ninże,,Turka,Wysocko Niżne,,rk.|isr. Turka|grk. Wysocko Niżne
5751,949,Turka,Borynia,Wysocko Wyżne,Wysocko Wyżne,,Turka,Wysocko Wyżne,,rk.|isr. Turka|grk. Wysocko Wyżne
5752,949,Turka,Borynia,Zadzielsko,,,Turka,Krasne,,rk.|isr. Turka|grk. Krasne
5753,949,Turka,Borynia,Zawadka,,,Turka,Zawadka,,rk.|isr. Turka|grk. Zawadka
5754,949,Turka,Turka,Bereżek,,,Turka,Žukotyn,,rk.|isr. Turka|grk. Žukotyn
5755,949,Turka,Turka,Boberka,Boberka,,Turka,Boberka,,rk.|isr. Turka|grk. Boberka
5756,949,Turka,Turka,Chaszczów,Chaszczów,,Turka,Chaszczów,,rk.|isr. Turka|grk. Chaszczów
5757,949,Turka,Turka,Dniestrzyk Dubowy,,,Turka,Dniestrzyk Dubowy,,rk.|isr. Turka|grk. Dniestrzyk Dubowy
5758,949,Turka,Turka,Dniestrzyk Hołowiecki,,,Turka,Dniestrzyk Hoło-wiecki,,rk.|isr. Turka|grk. Dniestrzyk Hoło-wiecki
5759,949,Turka,Turka,Dydiowa,,,Turka,Dydiowa,Polana (BH: Lisko),rk. Polana (BH: Lisko)|grk. Dydiowa|isr. Turka
5760,949,Turka,Turka,Dźwiniacz Górny,,,Turka,Dźwiniacz Górny,,rk.|isr. Turka|grk. Dźwiniacz Górny
5761,949,Turka,Turka,Gwoździec,,,Turka,Gwoździee,Stary Sambor (BH: Stary Sambor),rk. Stary Sambor (BH: Stary Sambor)|grk. Gwoździee|isr. Turka
5762,949,Turka,Turka,Hołowsko,,,Turka,Hołowsko,,rk.|isr. Turka|grk. Hołowsko
5763,949,Turka,Turka,Ilnik,Ilnik Ziemiański (Gm. Jlnik),,Turka,Ilnik Ziemiański,,rk.|isr. Turka|grk. Ilnik Ziemiański (Gm. Ilnik)
5764,949,Turka,Turka,Isaje,Isaje,,Turka,Isaje,,rk.|isr. Turka|grk. Isaje
5765,949,Turka,Turka,Jabłonka Niżna,Jabłonka Niżna,,Turka,Jabłonka Niżna,,rk.|isr. Turka|grk. Jabłonka Niżna
5766,949,Turka,Turka,Jabłonka Wyżna,Jabłonka Wyżna,,Turka,Jabłonka Wyżna,,rk.|isr. Turka|grk. Jabłonka Wyżna
5767,949,Turka,Turka,Jasienica Zamkowa,Jasienica Zamkowa,,Turka,Jasienica Zamkowa,,rk.|isr. Turka|grk. Jasienica Zamkowa
5768,949,Turka,Turka,Jasionka Masiowa,Jasionka Masiowa,,Turka,Jasionka Masiowa,,rk.|isr. Turka|grk. Jasionka Masiowa
5769,949,Turka,Turka,Jasionka Steciowa,,,Turka,Łosiniec,,rk.|isr. Turka|grk. Łosiniec
5770,949,Turka,Turka,Jawora,Jawora,,Turka,Jawora,,rk.|isr. Turka|grk. Jawora
5771,949,Turka,Turka,Kondratów,,,Turka,Jasionka Masiowa,,rk.|isr. Turka|grk. Jasionka Masiowa
5772,949,Turka,Turka,Lipie,,,Turka,Lipie,,rk.|isr. Turka|grk. Lipie
5773,949,Turka,Turka,Łokieć,,,Turka,Dydiowa,Polana (BH: Lisko),rk. Polana (BH: Lisko)|grk. Dydiowa|isr. Turka
5774,949,Turka,Turka,Łomna,Łomna,,Turka,Łomna,,rk.|isr. Turka|grk. Łomna
5775,949,Turka,Turka,Łopuszanka Lechniowa,,,Turka,Chaszczów,,rk.|isr. Turka|grk. Chaszczów
5776,949,Turka,Turka,Losiniec,Losiniec,,Turka,Losiniec,,rk.|isr. Turka|grk. Losiniec
5777,950,Turka,Turka,Michniowiec,Michniowiec,,Turka,Michniowiec,,rk.|isr. Turka|grk. Michniowiec
5778,950,Turka,Turka,Mielniczne,,,Turka,,,rk.|grk.|isr. Turka
5779,950,Turka,Turka,Przysłup,,,Turka,Przysłup,,rk.|isr. Turka|grk. Przysłup
5780,950,Turka,Turka,Radycz,Rozłucz,,Turka,Łosiniec,,rk.|isr. Turka|grk. Łosiniec
5781,950,Turka,Turka,Rozłucz,Rozłucz,,Turka,Rozłucz,,rk.|isr. Turka|grk. Rozłucz
5782,950,Turka,Turka,Rypiany,,,Turka,Rypiany,,rk.|isr. Turka|grk. Rypiany
5783,950,Turka,Turka,Smereczka,,,Turka,Rypiany,,rk.|isr. Turka|grk. Rypiany
5784,950,Turka,Turka,Świdnik,,,Turka,Świdnik,,rk.|isr. Turka|grk. Świdnik
5785,950,Turka,Turka,Szandrowiec,,,Turka,Szandrowiec,,rk.|isr. Turka|grk. Szandrowiec
5786,950,Turka,Turka,Szumiacz,Szumiacz,,Turka,Szumiacz,,rk.|isr. Turka|grk. Szumiacz
5787,950,Turka,Turka,Tarnawa Niżna,Tarnawa Niżna,,Turka,Tarnawa Wyżna,,rk.|isr. Turka|grk. Tarnawa Wyżna
5788,950,Turka,Turka,Tarnawa Wyżna,,,Turka,Tarnawa Wyżna,,rk.|isr. Turka|grk. Tarnawa Wyżna
5789,950,Turka,Turka,Turka,"Turka: 1,1 Exp.",,Turka,,,rk.|grk.|isr. Turka
5790,950,Turka,Turka,Wołcze,Wołcze,,Turka,Wołeze,,rk.|isr. Turka|grk. Wołeze
5791,950,Turka,Turka,Wołosianka Mała,,,Turka,Wołosianka Wielka,,rk.|isr. Turka|grk. Wołosianka Wielka
5792,950,Turka,Turka,Wołosianka Wielka,,,Turka,Wołosianka Wielka,,rk.|isr. Turka|grk. Wołosianka Wielka
5793,950,Turka,Turka,Žukotyn,Žukotyn,,Turka,Žukotyn,,rk.|isr. Turka|grk. Žukotyn
5794,950,Wadowice,Andrichau,Andrichau,(Andrichau Stadt (Gm. Andri-chau):2,,Andrichau Stadt,,,rk.|isr. Andrichau Stadt (Gm. Andrichau)
5795,950,Wadowice,Andrichau,Brzezinka ad Andrychów,Brzezinka ad Andrychów,,Andrichau Stadt,,,rk.|isr. Andrichau Stadt (Gm. Andrichau)
5796,950,Wadowice,Andrichau,Frydrychowice,Frydrychowice,,Andrychau Stadt,,Frydrychowice,rk. Frydrychowice|isr. Andrychau Stadt (Gm. Andrichau)
5797,950,Wadowice,Andrichau,Głębowice,Głębowice,,Zator,,Głębowice,rk. Głębowice|isr. Zator
5798,950,Wadowice,Andrichau,Inwałd,Inwałd,,Andrichau Stadt,,Inwałd,rk. Inwałd|isr. Andrichau Stadt (Gm. Andrichau)
5799,950,Wadowice,Andrichau,Nidek,Nidek,,Andrichau Stadt,,Nidek,rk. Nidek|isr. Andrichau Stadt (Gm. Andrichau)
5800,950,Wadowice,Andrichau,Roczyny,Roczyny,,Andrichau Stadt,,,rk.|isr. Andrichau Stadt (Gm. Andrichau)
5801,950,Wadowice,Andrichau,Rzyki,Rzyki,,Andrichau Stadt,,Rzyki,rk. Rzyki|isr. Andrichau Stadt (Gm. Andrichan)
5802,950,Wadowice,Andrichau,Sułkowice,Sułkowice,,Andrichau Stadt,,,rk.|isr. Andrichau Stadt (Gm. Andrichan)
5803,950,Wadowice,Andrichau,Targanica,Targanica,,Andrichau Stadt,,,rk.|isr. Andrichau Stadt (Gm. Andrichau)
5804,950,Wadowice,Andrichau,Wieprz,Wieprz,,Andrichau Stadt,,Wieprz,rk. Wieprz|isr. Andrichau Stadt (Gm. Andrichau)
5805,950,Wadowice,Andrichau,Zagórnik,Zagórnik,,Andrichau Stadt,,Inwald,rk. Inwald|isr. Andrichau Stadt (Gm. Andrichau)
5806,950,Wadowice,Kalwarya,Baczyn,Baczyn,,Kalwarya,,Budzów (BH: Myślenice),rk. Budzów (BH: Myślenice)|isr. Kalwarya
5807,950,Wadowice,Kalwarya,Barwałd Górny,Barwald Górny,,Kalwarya,,Barwald Dolny,rk. Barwald Dolny|isr. Kalwarya
5808,950,Wadowice,Kalwarya,Benczyn,Benczyn,,Zator,,Pobiedr (Gm. Paszkówka),rk. Pobiedr (Gm. Paszkówka)|isr. Zator
5809,950,Wadowice,Kalwarya,Brody,Brody: 2,,Kalwarya,,Zebrzydowice. Izdebnik,rk. Zebrzydowice. Izdebnik|isr. Kalwarya
5810,950,Wadowice,Kalwarya,Brzezinka ad Kopytówka,Brzeźnica,,Zator,," Pobiedr (Gm. Paszkówka),Marcyporęba","rk. Pobiedr (Gm. Paszkówka),Marcyporęba|isr. Zator"
5811,950,Wadowice,Kalwarya,Bugaj,,,Kalwarya,,Zebrzydowice,rk. Zebrzydowice|isr. Kalwarya
5812,950,Wadowice,Kalwarya,Dąbrówka,,,Wadowice,," Stryszów,Mucharz","rk. Stryszów,Mucharz|isr. Wadowice"
5813,950,Wadowice,Kalwarya,Harbutowice,Harbutowice,,Kalwarya,,Harbutowice.,rk. Harbutowice.|isr. Kalwarya
5814,950,Wadowice,Kalwarya,Izdebnik,Izdebnik,,Kalwarya,,Izdebnik,rk. Izdebnik|isr. Kalwarya
5815,950,Wadowice,Kalwarya,Jaśkowice,,,Zator,,Pobiedr (Gm. Paszkówka),rk. Pobiedr (Gm. Paszkówka)|isr. Zator
5816,950,Wadowice,Kalwarya,Jastrzębia,Pobiedr (Gm. Paszkówka),,Kalwarya,,Landskron,rk. Landskron|isr. Kalwarya
5817,950,Wadowice,Kalwarya,Kalwarya,Kalwarya,,Kalwarya,,Zebrzydowice,rk. Zebrzydowice|isr. Kalwarya
5818,950,Wadowice,Kalwarya,Kopytówka,,,Zator,,Marcyporęba,rk. Marcyporęba|isr. Zator
5819,950,Wadowice,Kalwarya,Marcyporęba,Marcyporęba,,Kalwarya,,Landskron,rk. Landskron|isr. Kalwarya
5820,950,Wadowice,Kalwarya,Landskron,Landskron,,Kalwarya,,Leńcze Górne,rk. Leńcze Górne|isr. Kalwarya
5821,950,Wadowice,Kalwarya,Leńcze Górne,Leńcze Górne,,Kalwarya,,Zakrzów,rk. Zakrzów|isr. Kalwarya
5822,950,Wadowice,Kalwarya,Leśnica,Leśnica,,,,,
5823,951,Wadowice,Kalwarya,Paleza,Paleza,,Kalwarya,,Harbutowice,rk. Harbutowice|isr. Kalwarya
5824,951,Wadowice,Kalwarya,Paszkówka,Pobiedr (Gm. Paszkówka),,Zator,,Pobiedr (Gm. Paszkówka),rk. Pobiedr (Gm. Paszkówka)|isr. Zator
5825,951,Wadowice,Kalwarya,Podchybie,,,Kalwarya,,Izdebnik,rk. Izdebnik|isr. Kalwarya
5826,951,Wadowice,Kalwarya,Podolany,Leńcze Górne,,Kalwarya,,Leńcze Górne,rk. Leńcze Górne|isr. Kalwarya
5827,951,Wadowice,Kalwarya,Pozowice,Pozowice,,Zator,,Krzecin (BH: Podgórze),rk. Krzecin (BH: Podgórze)|isr. Zator
5828,951,Wadowice,Kalwarya,Przytkowice,Przytkowice,,Kalwarya,,Przytkowice,rk. Przytkowice|isr. Kalwarya
5829,951,Wadowice,Kalwarya,Skawinki,Skawinki,,Kalwarya,,Landskron,rk. Landskron|isr. Kalwarya
5830,951,Wadowice,Kalwarya,Sosnowice,Popiedr (Gm. Paszkówka),,Zator,,Pobiedr (Gm. Paszkówka),rk. Pobiedr (Gm. Paszkówka)|isr. Zator
5831,951,Wadowice,Kalwarya,Stanisław Dolny,Stanisław Dolny,,Kalwarya,,Zebrzydowice,rk. Zebrzydowice|isr. Kalwarya
5832,951,Wadowice,Kalwarya,Stanisław Górny,Stanisław Górny,,Kalwarya,,Marcyporęba,rk. Marcyporęba|isr. Kalwarya
5833,951,Wadowice,Kalwarya,Stronie,Stronie,,Kalwarya,,Zakrzów,rk. Zakrzów|isr. Kalwarya
5834,951,Wadowice,Kalwarya,Stryszów,Stryszów,,Kalwarya,,Stryszów,rk. Stryszów|isr. Kalwarya
5835,951,Wadowice,Kalwarya,Wielkie Drogi,Wielkie Drogie,,Zator,,Pobiedr (Gm. Paszkówka),rk. Pobiedr (Gm. Paszkówka)|isr. Zator
5836,951,Wadowice,Kalwarya,Wysoka,Wysoka,,Kalwarya,,Wysoka. Klecza Dolna,rk. Wysoka. Klecza Dolna|isr. Kalwarya (rk. Budzów (BH: Myślenice)|isr. Kalwarya
5837,951,Wadowice,Kalwarya,Zachełmna,,,,,,
5838,951,Wadowice,Kalwarya,Zakrzów,Zakrzów,,Kalwarya,,Zakrzów,rk. Zakrzów|isr. Kalwarya
5839,951,Wadowice,Kalwarya,Zarzyce Małe,Leńcze Górne,,Kalwarya,,Leńcze Górne,rk. Leńcze Górne|isr. Kalwarya
5840,951,Wadowice,Kalwarya,Zarzyce Wielkie,Leńcze Górne,,Kalwarya,,Leńcze Górne,rk. Leńcze Górne|isr. Kalwarya
5841,951,Wadowice,Kalwarya,Zebrzydowice,Zebrzydowice,,Kalwarya,,Zebrzydowice,rk. Zebrzydowice|isr. Kalwarya
5842,951,Wadowice,Wadowice,Babica,,,Wadowice,,Witanowice,rk. Witanowice|isr. Wadowice
5843,951,Wadowice,Wadowice,Barwałd Dolny,Barwałd Dolny,,Wadowice,," Barwałd Dolny,Klecza Dolna","rk. Barwałd Dolny,Klecza Dolna|isr. Wadowice"
5844,951,Wadowice,Wadowice,Barwałd Średni,Barwałd Średní,,Wadowice,,Barwałd Dolny,rk. Barwałd Dolny|isr. Wadowice
5845,951,Wadowice,Wadowice,Brzeźnica,Brzeźnica,,Zator,,Mareyporęba,rk. Mareyporęba|isr. Zator
5846,951,Wadowice,Wadowice,Chocznia,Chocznia: 2,,Wadowice,,Chocznia,rk. Chocznia|isr. Wadowice
5847,951,Wadowice,Wadowice,Gorzeń Dolny,,,Wadowice,,,rk.|isr. Wadowice
5848,951,Wadowice,Wadowice,Gorzeń Górny,,,Wadowice,,,rk.|isr. Wadowice
5849,951,Wadowice,Wadowice,Jaroszowice,Jaroszowice,,Wadowice,,,rk.|isr. Wadowice
5850,951,Wadowice,Wadowice,Jaszczurowa,Jaszczurowa,,Wadowice,,Mucharz,rk. Mucharz|isr. Wadowice
5851,951,Wadowice,Wadowice,Kaczyna,Klecza Dolna,,Wadowice,,Chocznia,rk. Chocznia|isr. Wadowice
5852,951,Wadowice,Wadowice,Kleeza Dolna,,,Wadowice,,Klecza Dolna,rk. Klecza Dolna|isr. Wadowice
5853,951,Wadowice,Wadowice,Kosowa,Tłuczań Górna,,Zator,,Tłuczań Górna,rk. Tłuczań Górna|isr. Zator
5854,951,Wadowice,Wadowice,Koziniec,Koziniec,,Wadowice,,Mucharz,rk. Mucharz|isr. Wadowice
5855,951,Wadowice,Wadowice,Łękawica,Łękawica,,Wadowice,," Klecza Dolna,Mucharz","rk. Klecza Dolna,Mucharz|isr. Wadowice"
5856,951,Wadowice,Wadowice,Lgota,Lgota,,Zator,,Witanowice,rk. Witanowice|isr. Zator
5857,951,Wadowice,Wadowice,Marcówka,Marcówka,,Wadowice,,Stryszów,rk. Stryszów|isr. Wadowice
