code,id,name,enc_name,prov,country,geomatry,name1900,name1930,name1945,pop1900,prov1900,prov1930,country1910,country1930,country1945,code_prov,code_dist,abbr_name,abbr_prov,abbr_dist,abbr_country,alt_names,pinkas_ref,enc_page,n,dist1930,dist
GLC_ZLC_SSV,-1053064,Sasiv,SASOW,Galicia,Ukraine,49.866666666667|24.95,Sassów,Sasów,Sasov,"1,906 (in 1880), 1,096 (in 1921)",Galicia,Tarnopol,,Poland,Soviet Union,62,75,SSV,GLC,ZLC,UKR,Sassów|Rus]|Sasov [Yid|Sasiv|Sasev|Sasów|Sassov,"Poland, Vol. 2 (1980), pp. 346-349: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sasów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1141,1,Złoczów,Złoczów
MRM_UGC_SSV,-1053067,Sasovo,,Maramaros,Ukraine,48.083333333333|23.066666666667,Százfalu,Sásfalovo,Sasovo,194 (in 1880),Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,SSV,MRM,UGC,UKR,Sasove|Sásfalovo|Rus]|Sásfala|Sasovo [Ukr|Tiszaszászfalu|Sasfele|Százfalu,,,1,,Ugocsa
PDL_PRS_STNV,-1053071,Sataniv,SATANOV,Podolia,Ukraine,49.25|26.266666666667,Satanov,Satanov,Satanov,"2,848 (in 1897), 2,359 (in 1926)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,10,STNV,PDL,PRS,UKR,Sataniv|Satanov [Rus|Sotenev|Yid]|Satanów,,1142,1,Kamenets-Podolski,Proskurov
PDL_BLT_SVRN,-1053097,Savran,SAVRAN,Podolia,Ukraine,48.133333333333|30.083333333333,Savran,Savran,Savran,"3,198",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,2,SVRN,PDL,BLT,UKR,Ukr]|Savran|Sawrań|Savran' [Rus,,1145,1,Odessa,Balta
GLC_SKL_SLTS,-1053151,Silets,SIELEC (II),Galicia,Ukraine,50.316666666667|24.2,Sielec,Sielec,Selets,"180 (in 1880), 175 (in 1921)",Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,41,SLTS,GLC,SKL,UKR,Silets'|Selets Bel’ski|Sielec Bełski|Selets|Sielec,"Poland, Vol. 2 (1980), p. 532: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sielec"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1178,1,Sokal,Sokal
KRP_BRG_SLTS,-1053188,Sil'tse,,Karpatalja,Ukraine,48.3|22.983333333333,Beregkisfalud,Seľce,Sel'tso,"167 (in 1880), 294 (in 1910)",Kárpátalja,Subcarpathia,,Czechoslovakia,Soviet Union,,,SLTS,KRP,BRG,UKR,Beregkisfalud|Szilcekisfalud|Silze|Sil’tse|Siľce|Sel’tso|Sel’tse|Szilce|Seľce,,,1,,Bereg
BKV_RDT_SLYT,-1053194,Selyatin,SELETIN,Bukovina,Ukraine,47.866666666667|25.216666666667,Seletin,Seletin,Selyatin,"173 (in 1880), 736 (in 1930)",Bukovina,Bucovina,Austrian Empire,Romania,Soviet Union,63,8,SLYT,BKV,RDT,UKR,Selyatin|Seletyn|Zeletin|Seliatyn|Seletin [Rom|Selyatyn|Seljatyn|Ger],"Romania, Vol. 2 (1980), p. 484: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Seletin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1158,1,Rădăuţi,Radautz
PLT_KHR_SMNV,-1053239,Semenivka,SEMIONOVKA (II),Poltava,Ukraine,49.6|33.166666666667,Semënovka,Semionovka,Semënovka,"319 (in 1897), 143 (in 1939)",Poltava,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,33,15,SMNV,PLT,KHR,UKR,Semënovka|Semenivka|Semianovka|Semenowka|Semionovka,,1160,1,Poltava,Khorol
CHR_NVZ_SMNV,-1053252,Semenivka,SEMIONOVKA (I),Chernigov,Ukraine,52.183333333333|32.583333333333,Semënovka,Semionovka,Semënovka,"<500 (in 1897), 852 (in 1926)",Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,10,SMNV,CHR,NVZ,UKR,Semenovka|Semionowka|Seminovka|Semeniwka|Semënovka|Semenivka|Semionovka,,1160,1,Chernigov,Novozybkov
VLH_LTS_SNKV,-1053300,Senkevichevka,SIENKIEWICZOWKA,Volhinia,Ukraine,50.533333333333|25.033333333333,Budki Khubinske,Sienkiewiczówka,Senkevichevka,120 (in 1921),Volhynia,Wołyń,Russian Empire,Poland,Soviet Union,8,7,SNKV,VLH,LTS,UKR,Budki Khubinske|Senkevychivka|Sienkiewiczówka|Senkevichevka,"Poland, Vol. 5 (1990), pp. 148-149: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sienkiewiczówka"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1180,1,Łuck,Lutsk
GLC_KMN_SYNK,-1053301,Synkiv,,Galicia,Ukraine,50.3|24.766666666667,Sieńków,Sieńków,Sen'kov,30 (in 1880),Galicia,Tarnopol,,Poland,Soviet Union,62,67,SYNK,GLC,KMN,UKR,Senkuv|Syn’kiv|Sen'kov|Sińków|Sieńków,,,1,Radziechów,Kamionka Strumiłowa
BKV_WZN_SRHY,-1053407,Serhiyi,SARGHIENI,Bukovina,Ukraine,47.983333333333|25.133333333333,Sergie,Sârghieni,Sergii,204 (in 1930),Bukovina,Bucovina,Austrian Empire,Romania,Soviet Union,63,6,SRHY,BKV,WZN,UKR,Sârghieni|Serghieni|Serghii|Serhiji|Sergii|Syrgiyeni|Sergie|Serhiyi,"Romania, Vol. 2 (1980), p. 472: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sârghieni"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1139,1,Rădăuţi,Wiznitz
MNS_PNS_SRNK,-1053411,Serniki Pervyye,SERNIKI,Minsk,Ukraine,51.816666666667|26.233333333333,Serniki,Serniki,Serniki Pervyye,932 (in 1897),Minsk,Polesie,Russian Empire,Poland,Soviet Union,22,7,SRNK,MNS,PNS,UKR,Serniki [Pol|Rus]|Serniki Pervyye|Sernik|Sernyky,"Poland, Vol. 5 (1990), p. 149: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Serniki"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1164,1,Pińsk,Pinsk
BSS_AKK_SRPN,-1053415,Serpneve,,Bessarabia,Ukraine,46.3|29.016666666667,Leipzig,Leipțig,Serpnevoye,50 (in 1930),Bessarabia,Basarabia,Russian Empire,Romania,Soviet Union,3,2,SRPN,BSS,AKK,UKR,Serpnevoye|Leipzig|Serpneve|Leipțig,,,1,Cetatea Albă,Akkerman
TRD_SVS_SVST,-1053419,Sevastopol,SEVASTOPOL,Taurida,Ukraine,44.6|33.533333333333,Sevastopol',Sevastopol',Sevastopol',"3,910",Taurida,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,41,10,SVST,TRD,SVS,UKR,Akhtyar|Ukr]|Akhiar|Sewastopol [Ger|Akyar|Pol]|Sebastopol|Aqyar|Sivastopol|Sevastopol' [Rus,,1165,1,Crimea,Sevastopol'
BSS_AKK_SHB,-1053451,Shabo,,Bessarabia,Ukraine,46.133333333333|30.383333333333,Shabo,Şaba-Târg,Shabo,161 (in 1930),Bessarabia,Basarabia,Russian Empire,Romania,Soviet Union,3,2,SHB,BSS,AKK,UKR,Ukr]|Schabo Posad|Schabo-Kolonie|Şaba-Târg|Posad-Şaba|Shabo [Rus,,,1,Cetatea Albă,Akkerman
MRM_UGC_SHLN,-1053467,Shalanky,SALANKI,Maramaros,Ukraine,48.216666666667|22.883333333333,Salánk,Šalanky,Shalanki,"80 (in 1880), 145 (in 1921)",Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,SHLN,MRM,UGC,UKR,Salánk|Shalanki|Shalanky|Salanyie|Schalanky|Salanki|Šalanky,,1122,1,,Ugocsa
PDL_MGL_SHRH,-1053493,Sharhorod,SHARGOROD,Podolia,Ukraine,48.75|28.083333333333,Shargorod,Shargorod,Shargorod,"3,989 (in 1897), 1,664 (in 1939)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,8,SHRH,PDL,MGL,UKR,Sharigrod|Sharhorod|Sarhorod|Shargorod|Szarogród,,1168,1,Vinnitsa,Mogilev
PDL_PRS_SHRV,-1053502,Sharovka,SHAROVKA,Podolia,Ukraine,49.216666666667|26.966666666667,Sharovka,Sharovka,Sharovka,"581 (in 1897), 647 (in 1926)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,10,SHRV,PDL,PRS,UKR,Yid]|Sharovka [Rus|Sharivka,,1169,1,Kamenets-Podolski,Proskurov
PDL_KMN_SHTV,-1053507,Shatava,SHATAVA,Podolia,Ukraine,48.766666666667|26.716666666667,Shatova,Shatava,Shatava,725 (in 1897),Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,,,SHTV,PDL,KMN,UKR,Shatava [Rus|Ukr]|Shitova|Szatawa|Shatova,,1169,1,Kamenets-Podolski,Kamenets-Podol'sk
VLH_VLD_SHTS,-1053510,Shatsk,SZACK,Volhinia,Ukraine,51.5|23.95,Shatsk,Szack,Shatsk,238 (in 1921),Volhynia,Wołyń,Russian Empire,Poland,Soviet Union,,,SHTS,VLH,VLD,UKR,Shats'k|Shatsk|Szack,"Poland, Vol. 5 (1990), p. 206: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Szack"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1274,1,Luboml,Vladimir-Volynskii
VLH_KVL_SHCH,-1053525,Shchedrohir,SZCZODROHOSZCZE,Volhinia,Ukraine,51.8|24.783333333333,Shchodrokhoshche,Szczodrohoszcze,Shchedrogor,~100 (in 1930),Volhynia,Wołyń,,Poland,Soviet Union,,,SHCH,VLH,KVL,UKR,Szczodrohoszcze|Szczodrohost|Shchedrohir|Shchodrokhoshche|Shchedrogor|Sedrovich|Sczodrohość,,1276,1,Kamień Koszyrski,Kovel
GLC_LWW_SHCH,-1053567,Shchyrets,SZCZERZEC,Galicia,Ukraine,49.65|23.866666666667,Szczerzec,Szczerzec,Shchirets,"1,385 (in 1880), 712 (in 1921)",Galicia,Lwów,,Poland,Soviet Union,62,31,SHCH,GLC,LWW,UKR,Shchyrets'|Scyrec'|Szczyrzec|Shtcherzetz|Shtsherits|Shterits|Shchezhets|Shchirets|Szczerzec,,1276,1,Lwów,Lwów
CHR_GRD_SHCH,-1053572,Shchors,SHCHORS,Chernigov,Ukraine,51.816666666667|31.933333333333,Snovsk,Snovsk,Shchors,"985 (in 1897), 1,402 (in 1939)",Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,4,SHCH,CHR,GRD,UKR,before 1935]|Shchors [Ukr|Shchorsk|Snowsk|Snowska|Snovsk [Yid|Schtschors|since 1935]|Rus,,1169,1,Chernigov,Gorodnia
GLC_BRD_SHCH,-1053576,Shchurovychi,SZCZUROWICE,Galicia,Ukraine,50.266666666667|25.033333333333,Szczurowice,Szczurowice,Shchurovichi,"752 (in 1880), ~100 (in 1921)",Galicia,Tarnopol,Austrian Empire,Poland,Soviet Union,62,63,SHCH,GLC,BRD,UKR,Shchurovitse|Shtervitz|Shchurovichi|Shtruvits|Szczurowice|Shchurovychi,"Poland, Vol. 2 (1980), pp. 519-520: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Szczurowice"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1277,1,Radziechów,Brody
KV_KNV_SHND,-1053619,Shenderivka,SHENDEROVKA,Kiev,Ukraine,49.35|31.033333333333,Shenderovka,Shenderovka,Shenderovka,"761 (in 1897), 409 (in 1926)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,5,SHND,KV,KNV,UKR,Shenderivka|Szenderówka|Shinderivka|Shenderovka|Sheyderovka,,1169,1,Kiev,Kanev
VLH_ZSL_SHPT,-1053629,Shepetivka,SHEPETOVKA,Volhinia,Ukraine,50.183333333333|27.066666666667,Shchepetovka,Shepetovka,Shepetovka,"3,880 (in 1897), 4,844 (in 1939)",Volhynia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,8,4,SHPT,VLH,ZSL,UKR,Shepetifke|Szepietowka|Shepetovka [Rus|Sepitivka|Schepetowka|Szepetówka|Shchepetovka|Yid]|Schepetiwka|Shepetivka,,1170,1,Kamenets-Podolski,Zaslavl'
MRM_MRM_SHYR,-1053806,Shyrokyy Luh,SHYROKI LUH,Maramaros,Ukraine,48.216666666667|23.75,Széles-Lonka,Široký Luh,Shyrokiy Lug,"62 (in 1880), 190 (in 1941)",Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,SHYR,MRM,MRM,UKR,Leh|Shyrokyy Luh|Shirokiy Lug|Lonka|Shiroki Lug|Széles-Lonka|Sirokij Luh|Shirukiy Leh|Sirokyluh|Luhi|Luh|Široký Luh,,1173,1,,Máramaros
MRM_UGC_SHYR,-1053825,Shyroke,VYSNI SARD,Maramaros,Ukraine,48.216666666667|23.1,Felsősárad,Vyšní Šard,Shirokoye,"84 (in 1880), 111 (in 1921)",Máramaros,Slovakia,,Czechoslovakia,Soviet Union,,,SHYR,MRM,UGC,UKR,Felsősárad|Vyšní Šard|Shyroke|Shirokoye|Groys Sard,,1418,1,,Ugocsa
KHR_ANN_SHYR,-1053829,Shyryayeve,SHIRIAEVO,Kherson,Ukraine,47.383333333333|30.2,Stepanovka,Shiriaevo,Shiryayevo,"567 (in 1897), 293 (in 1939)",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,3,SHYR,KHR,ANN,UKR,Shiryayevo|Shiriaevo|Sharayevo|Shiryaevo|Stepanovka|Shyryayeve,,1170,1,Odessa,Anan'ev
CHR_GLK_SHST,-1053904,Shostka,SHOSTKA,Chernigov,Ukraine,51.866666666667|33.483333333333,Shostka,Shostka,Shostka,"1,842 (in 1897)",Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,3,SHST,CHR,GLK,UKR,Schostka|Szostka|Rus]|Shostka [Ukr|Shistka,,1171,1,Sumy,Glukhov
PDL_BRT_SHPY,-1053923,Shpykiv,SHPIKOV,Podolia,Ukraine,48.783333333333|28.566666666667,Shpikov,Shpikov,Shpikov,"1,875 (in 1897), 895 (in 1939)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,3,SHPY,PDL,BRT,UKR,Spikov|Szpików|Špykiv|Shpykiv|Shpikov [Rus|Yid]|Shpikev,,1172,1,Vinnitsa,Bratslav
KV_ZVN_SHPL,-1053926,Shpola,SHPOLA,Kiev,Ukraine,49|31.383333333333,Shpola,Shpola,Shpola,"5,388 (in 1897), 2,397 (in 1939)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,4,SHPL,KV,ZVN,UKR,Szpoła|Rus]|Shpole|Spola|Shpola [Ukr,,1173,1,Kiev,Zvenigorodka
VLH_KRM_SHMS,-1053976,Shums'k,SZUMSK,Volhinia,Ukraine,50.116666666667|26.116666666667,Shumsk,Szumsk,Shumskoye,"1,962 (in 1897)",Volhynia,Wołyń,Russian Empire,Poland,Soviet Union,8,6,SHMS,VLH,KRM,UKR,Szumsk|Shomsk|Sums'ke|Shumsk|Shumskoye|Shums'k|Shimsk|Shums′ke,"Poland, Vol. 5 (1990), pp. 206-208: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Szumsk"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1282,1,Krzemieniec,Kremenets
KV_RDM_SYDR,-1054014,Sydorovychi,,Kiev,Ukraine,50.983333333333|29.583333333333,Sidorovichi,Sidorovichi,Sidorovichi,137 (in 1897),Kiev,Ukraine SSR,,Soviet Union,Soviet Union,,,SYDR,KV,RDM,UKR,Sydorovychi|Sydorowicze|Sidorovichi,,,1,Kiev,Radomysl
VLH_LTS_IGNT,-1054031,Ignatovka,IGNATOWKA,Volhinia,Ukraine,50.9|25.8,Ignatovka,Ignatówka,Ignatovka,"567 (in 1897), 1,204",Volhynia,Wołyń,Russian Empire,Poland,Soviet Union,8,7,IGNT,VLH,LTS,UKR,Ihnatówka|Lozisht|Jgnatowka|Ignatovka|Lozhist|Ignatówka|Eigentovka|Kolonie Ignatówka,,544,1,Łuck,Lutsk
TRD_SMF_SMFR,-1054041,Simferopol,SIMFEROPOL,Taurida,Ukraine,44.95|34.1,Simferopol,Simferopol,Simferopol',"8,951",Taurida,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,41,1,SMFR,TRD,SMF,UKR,Akmescit|Symferopol|Sympheropolis|Aqmescit|Simferopol'|Ak-Mechet,,1184,1,Crimea,Simferopol'
EKT_PVL_SYNL,-1054050,Synel'nykove,SINELNIKOVO,Yekaterinoslav,Ukraine,48.333333333333|35.516666666667,Sinel'nikovo,Sinel'nikovo,Sinel'nikovo,"259 (in 1897), 1,309 (in 1926)",Ekaterinoslav,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,13,7,SYNL,EKT,PVL,UKR,Sinel'nikovo|Synel'nykove,,1186,1,Dnepropetrovsk,Pavlograd
MRM_MRM_SYNV,-1054055,Synevyr,,Maramaros,Ukraine,48.483333333333|23.633333333333,Szinevér,Sinovír,Sinevir,218 (in 1877),Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,SYNV,MRM,MRM,UKR,Alsószinevér|Synevyr|Sinevir|Szinevir|Sinijvir|Siniver|Szinyyvir|Sinovír|Szinevér|Siniyvir,,,1,,Máramaros
KV_LPV_SYTK,-1054103,Sytkivtsi,SITKOVCY,Kiev,Ukraine,48.916666666667|29.2,Sitkovtsy,Sitkovtsy,Sitkovtsy,217 (in 1939),Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,6,SYTK,KV,LPV,UKR,Sitkovtsy|Sytkivtsi|Sitkowce|Sitkovcy,,1188,1,Vinnitsa,Lipovets
TRD_ALS_SKDV,-1054138,Skadovs'k,SKADOVSK,Taurida,Ukraine,46.116666666667|32.916666666667,Skadovsk,Skadovsk,Skadovsk,"172 (in 1926), 201 (in 1939)",Taurida,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,41,3,SKDV,TRD,ALS,UKR,Ali-Agok|Skadovsk|Skadovs’k|Pol]|Skadovs'ke|Skadowsk [Ger,,1188,1,Nikolaiev,Aleshki
GLC_BRS_SKLP,-1054146,Skala Podilska,SKALA (I),Galicia,Ukraine,48.85|26.2,Skała,Skała,Skala-Podol'skaya,"3,449 (in 1880), 1,555 (in 1921)",Galicia,Tarnopol,,Poland,Soviet Union,62,62,SKLP,GLC,BRS,UKR,Skała nad Zbruczem|Skal|Skala am Zbrucz|Skala-Podol'skaya|Skala-Podil's'ka|Skała,,1188,1,Borszczów,Borszczów
GLC_SKL_SKLT,-1054147,Skalat,SKALAT,Galicia,Ukraine,49.433333333333|25.983333333333,Skałat,Skałat,Skalat,"~3,000",Galicia,Tarnopol,,Poland,Soviet Union,62,71,SKLT,GLC,SKL,UKR,Yid|Rus]|Skalat [Ukr|Skałat|Skalat Stary,"Poland, Vol. 2 (1980), pp. 400-404: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Skałat"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1190,1,Skałat,Skałat
GLC_STR_SKLV,-1054163,Skelevka,FELSZTYN,Galicia,Ukraine,49.533333333333|22.966666666667,Felsztyn,Felsztyn,Skelevka,690 (in 1900),Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,42,SKLV,GLC,STR,UKR,Felsztyn|Skelivka|Felsteen|Skelevka|Fullenstein|Fel'shtyn|Felshtin|Felstin|Fel'shtin|Skeliwka,"Poland, Vol. 2 (1980), p. 420: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Felsztyn""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",380,1,Stary Sambor,Stare Miasto
GLC_DRH_SKHD,-1054168,Skhidnitsya,SCHODNICA,Galicia,Ukraine,49.233333333333|23.35,Schodnica,Schodnica,Skhodnitsa,"122 (in 1880), 689 (in 1921)",Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,22,SKHD,GLC,DRH,UKR,Skhidnitsya|Skhodnitsa|Schodnica|Skhidnytsia|S'chodnitza,"Poland, Vol. 2 (1980), pp. 375-358: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Schodnica"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1150,1,Drohobycz,Drohobycz
GLC_STR_SKL,-1054189,Skole,SKOLE,Galicia,Ukraine,49.033333333333|23.516666666667,Skole,Skole,Skole,"3,099 (in 1910), 2,670 (in 1938)",Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,57,SKL,GLC,STR,UKR,Pol|Rus]|Skola|Skolah|Skolye|Skole [Ukr,"Poland, Vol. 2 (1980), pp. 404-407: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Skole"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1193,1,Skole,Stryj
GLC_ZLC_SKVR,-1054229,Skvaryava,,Galicia,Ukraine,49.866666666667|24.75,Skwarzawa,Skwarzawa,Skvaryava,44 (in 1880),Galicia,Tarnopol,,Poland,Soviet Union,62,75,SKVR,GLC,ZLC,UKR,Skvaryava|Skvarzava|Skvarjava|Skwarzawa|Skvarzhava,,,1,Złoczów,Złoczów
KV_SKV_SKVR,-1054232,Skvira,SKVIRA,Kiev,Ukraine,49.733333333333|29.666666666667,Skvira,Skvira,Skvira,"2,184 (in 1897), 2,243 (in 1939)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,8,SKVR,KV,SKV,UKR,Skwira|Skver|Skvere|Yid]|Skvira [Rus|Square|Skvyra,,1197,1,Kiev,Skvira
EKT_MRP_SLDK,-1054246,Solodkovodnye,SLADKOVODNOYE,Yekaterinoslav,Ukraine,47.566666666667|36.75,Sladkovodnoye,Sladkovodnoye,Sladkovodnoye,"430 (in 1897), 345 (in 1926)",Ekaterinoslav,Ukraine SSR,,Soviet Union,Soviet Union,,,SLDK,EKT,MRP,UKR,Kobilnye|Sladkovodnoye|Sladkovodnaya|Slatkovodne|Solodkovodnye,,1197,1,Zaporozhe,Mariupol
EKT_PVL_SLVH,-1054252,Slavhorod,SLAVGOROD,Yekaterinoslav,Ukraine,48.1|35.516666666667,Slavgorod,Slavgorod,Slavgorod,189 (in 1897),Ekaterinoslav,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,13,7,SLVH,EKT,PVL,UKR,Slavgorod|Slavhorod,,1197,1,Dnepropetrovsk,Pavlograd
VLH_ZSL_SLVT,-1054266,Slavuta,SLAVUTA,Volhinia,Ukraine,50.3|26.866666666667,Slavuta,Slavuta,Slavuta,"4,891 (in 1897), 5,102 (in 1939)",Volhynia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,8,4,SLVT,VLH,ZSL,UKR,Rus]|Slovita|Slavouta|Slavuta [Ukr|Sławuta,,1198,1,Kamenets-Podolski,Zaslavl'
VLH_OVR_SLVC,-1054375,Slovechno,SLOVECHNO,Volhinia,Ukraine,51.383333333333|28.35,Slovechno,Slovechno,Slovechno,"885 (in 1897), 879 (in 1939)",Volhynia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,8,9,SLVC,VLH,OVR,UKR,Shlaveshnia|Slovechne|Sławeczno|Slavechno|Slovechno|Slaveshna,,1202,1,Zhitomir,Ovruch
EKT_SLV_SLVY,-1054378,Slov'yanoserbs'k,SLAVIANOSERBSK,Yekaterinoslav,Ukraine,48.7|38.983333333333,Slavyanoserbsk,Slavyanoserbsk,Slavyanoserbsk,143 (in 1897),Ekaterinoslav,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,13,8,SLVY,EKT,SLV,UKR,Słowjanoserbśk|Slov'yanoserbs'k|Slavyanoserbsk|Slavianoserbsk|Sławianoserbsk,,1197,1,Voroshilovgrad,Slavianoserbsk
KHR_IZM_SLVY,-1054379,Slovyansk,SLAVYANSK,Kharkov,Ukraine,48.866666666667|37.616666666667,Slavyansk,Slavyansk,Slavyansk,"469 (in 1897), 2,050 (in 1939)",Kharkov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,46,7,SLVY,KHR,IZM,UKR,Slov'jans'k|Sloviansk|Slov'yans'k|Slawjansk|Slavyansk|Sławiańsk,,1199,1,Stalino,Izium
KV_CHR_SML,-1054390,Smila,SMIELA,Kiev,Ukraine,49.233333333333|31.883333333333,Smiela,Smiela,Smela,"7,475 (in 1897), 3,428 (in 1939)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,11,SML,KV,CHR,UKR,Yid]|Smiela|Smila|Smiła|Smela [Rus,,1203,1,Kiev,Cherkasy
PDL_KMN_SMTR,-1054445,Smotrych,SMOTRYCH,Podolia,Ukraine,48.95|26.55,Smotrich,Smotrych,Smotrich,"1,725 (in 1897)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,,,SMTR,PDL,KMN,UKR,Smotrych|Smotrich|Smotrycz|Smotritch|Smotryc|Smotrytsch,,1205,1,Kamenets-Podolski,Kamenets-Podol'sk
GLC_STR_SMZH,-1054449,Smozhe,SMORZE MIASTECZKO,Galicia,Ukraine,48.9|23.183333333333,Smorze,Smorze Miasteczko,Smozhe,129 (in 1921),Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,57,SMZH,GLC,STR,UKR,Ukr]|Smozhe Nizhneye|Smozhe Verkhneye|Smoże|Smozhe [Rus|Smorze Miasteczko|Smorze,"Poland, Vol. 2 (1980), p. 530: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Smorze Miasteczko"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1205,1,Skole,Stryj
DNV_TGN_SNZH,-1054467,Snezhnoye,SNEZHNOYE,Don,Ukraine,48.016666666667|38.766666666667,Snezhnoye,Snezhnoye,Snezhnoye,114 (in 1939),Don Voyska,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,12,7,SNZH,DNV,TGN,UKR,Vasilevka [Rus|Rus]|Snizhne|until 1864]|Shezhnoye|Snezhnoye [Ukr,,1205,1,Stalino,Taganrog
PDL_MGL_SNTK,-1054474,Snitkov,SNYTHKOV,Podolia,Ukraine,48.8|27.633333333333,Snitkov,Snitkov,Snitkov,"1,126 (in 1897), 1,181 (in 1927)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,8,SNTK,PDL,MGL,UKR,Snydkow|Yid]|Snythkov|Snitkov|Snitkiv [Ukr|Snitków,,1207,1,Vinnitsa,Mogilev
PDL_LTC_SNTV,-1054475,Snitivka,SNITKOVKA,Podolia,Ukraine,49.333333333333|27.533333333333,Snitovka,Snitovka,Snitovka,231 (in 1897),Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,6,SNTV,PDL,LTC,UKR,Snitovka|Snitówka|Snitivka,,1207,1,Kamenets-Podolski,Letichev
VLH_OVR_SNVY,-1054481,Snovydovychi,SNOWIDOWICZE,Volhinia,Ukraine,51.266666666667|27.4,Snovidovichi,Snowidowicze,Snovidovichi,78 (in 1921),Volhynia,Polesie,Russian Empire,Poland,Soviet Union,8,9,SNVY,VLH,OVR,UKR,Snovidovichi|Snowidowicze|Snovidoviche|Snovydovychi,"Poland, Vol. 5 (1990), p. 148: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Snowidowicze"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1207,1,Sarny,Ovruch
